Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36
ERR7226680_1	(17.0, 3.0)	(18.0, 9.0)	(19.0, 10.0)	(20.0, 29.0)	(21.0, 79.0)	(22.0, 186.0)	(23.0, 487.0)	(24.0, 923.0)	(25.0, 1869.0)	(26.0, 3427.0)	(27.0, 5988.0)	(28.0, 9458.0)	(29.0, 14175.0)	(30.0, 18864.0)	(31.0, 25326.0)	(32.0, 32591.0)	(33.0, 43906.0)	(34.0, 64130.0)	(35.0, 137977.0)	(36.0, 1202526.0)	(37.0, 200384.0)																
ERR7226680_2	(8.0, 1.0)	(9.0, 0.0)	(10.0, 1.0)	(11.0, 1.0)	(12.0, 8.0)	(13.0, 18.0)	(14.0, 28.0)	(15.0, 57.0)	(16.0, 77.0)	(17.0, 135.0)	(18.0, 244.0)	(19.0, 469.0)	(20.0, 825.0)	(21.0, 1207.0)	(22.0, 1724.0)	(23.0, 2656.0)	(24.0, 3660.0)	(25.0, 4790.0)	(26.0, 6044.0)	(27.0, 7610.0)	(28.0, 9833.0)	(29.0, 13329.0)	(30.0, 17825.0)	(31.0, 24902.0)	(32.0, 35861.0)	(33.0, 58246.0)	(34.0, 107126.0)	(35.0, 281022.0)	(36.0, 1108892.0)	(37.0, 75756.0)							
ERR7226688_1	(16.0, 1.0)	(17.0, 2.0)	(18.0, 9.0)	(19.0, 18.0)	(20.0, 32.0)	(21.0, 92.0)	(22.0, 227.0)	(23.0, 482.0)	(24.0, 1070.0)	(25.0, 2170.0)	(26.0, 3944.0)	(27.0, 6875.0)	(28.0, 11069.0)	(29.0, 16578.0)	(30.0, 22746.0)	(31.0, 30535.0)	(32.0, 38308.0)	(33.0, 52890.0)	(34.0, 78250.0)	(35.0, 168350.0)	(36.0, 1391141.0)	(37.0, 223844.0)															
ERR7226688_2	(12.0, 13.0)	(13.0, 39.0)	(14.0, 67.0)	(15.0, 76.0)	(16.0, 86.0)	(17.0, 116.0)	(18.0, 247.0)	(19.0, 591.0)	(20.0, 1011.0)	(21.0, 1444.0)	(22.0, 2112.0)	(23.0, 3028.0)	(24.0, 4185.0)	(25.0, 5420.0)	(26.0, 6713.0)	(27.0, 8831.0)	(28.0, 11445.0)	(29.0, 15113.0)	(30.0, 20007.0)	(31.0, 28640.0)	(32.0, 41404.0)	(33.0, 67942.0)	(34.0, 127529.0)	(35.0, 339439.0)	(36.0, 1279071.0)	(37.0, 84064.0)											
ERR7226690_1	(17.0, 1.0)	(18.0, 8.0)	(19.0, 16.0)	(20.0, 23.0)	(21.0, 74.0)	(22.0, 195.0)	(23.0, 405.0)	(24.0, 913.0)	(25.0, 1947.0)	(26.0, 3570.0)	(27.0, 6150.0)	(28.0, 9359.0)	(29.0, 14066.0)	(30.0, 19004.0)	(31.0, 25239.0)	(32.0, 31345.0)	(33.0, 42332.0)	(34.0, 62146.0)	(35.0, 131466.0)	(36.0, 1164359.0)	(37.0, 192827.0)																
ERR7226690_2	(12.0, 2.0)	(13.0, 37.0)	(14.0, 47.0)	(15.0, 60.0)	(16.0, 47.0)	(17.0, 124.0)	(18.0, 203.0)	(19.0, 432.0)	(20.0, 740.0)	(21.0, 1027.0)	(22.0, 1612.0)	(23.0, 2069.0)	(24.0, 3062.0)	(25.0, 3823.0)	(26.0, 4887.0)	(27.0, 6408.0)	(28.0, 8208.0)	(29.0, 10968.0)	(30.0, 14813.0)	(31.0, 20966.0)	(32.0, 30244.0)	(33.0, 48432.0)	(34.0, 90659.0)	(35.0, 247302.0)	(36.0, 1118038.0)	(37.0, 91235.0)											
ERR8024946_1	(2.0, 643.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 5.0)	(14.0, 25.0)	(15.0, 55.0)	(16.0, 82.0)	(17.0, 143.0)	(18.0, 189.0)	(19.0, 283.0)	(20.0, 436.0)	(21.0, 588.0)	(22.0, 763.0)	(23.0, 934.0)	(24.0, 1236.0)	(25.0, 1552.0)	(26.0, 2262.0)	(27.0, 3506.0)	(28.0, 5241.0)	(29.0, 7867.0)	(30.0, 11404.0)	(31.0, 16280.0)	(32.0, 23416.0)	(33.0, 33009.0)	(34.0, 47950.0)	(35.0, 74526.0)	(36.0, 150208.0)	(37.0, 444043.0)	
ERR8024946_2	(2.0, 640.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 1.0)	(10.0, 66.0)	(11.0, 456.0)	(12.0, 748.0)	(13.0, 677.0)	(14.0, 1000.0)	(15.0, 1775.0)	(16.0, 3182.0)	(17.0, 4613.0)	(18.0, 6551.0)	(19.0, 8549.0)	(20.0, 10742.0)	(21.0, 13597.0)	(22.0, 16292.0)	(23.0, 19239.0)	(24.0, 22640.0)	(25.0, 26606.0)	(26.0, 30479.0)	(27.0, 35187.0)	(28.0, 39365.0)	(29.0, 42688.0)	(30.0, 42903.0)	(31.0, 37863.0)	(32.0, 32365.0)	(33.0, 34772.0)	(34.0, 48297.0)	(35.0, 71594.0)	(36.0, 114837.0)	(37.0, 158922.0)	
ERR8024947_1	(2.0, 1181.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 3.0)	(16.0, 6.0)	(17.0, 27.0)	(18.0, 74.0)	(19.0, 152.0)	(20.0, 226.0)	(21.0, 350.0)	(22.0, 436.0)	(23.0, 478.0)	(24.0, 619.0)	(25.0, 788.0)	(26.0, 1181.0)	(27.0, 1850.0)	(28.0, 3057.0)	(29.0, 4788.0)	(30.0, 7625.0)	(31.0, 11902.0)	(32.0, 17377.0)	(33.0, 26164.0)	(34.0, 39318.0)	(35.0, 62046.0)	(36.0, 122343.0)	(37.0, 458555.0)	
ERR8024947_2	(2.0, 1183.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 2.0)	(7.0, 2.0)	(8.0, 7.0)	(9.0, 10.0)	(10.0, 10.0)	(11.0, 16.0)	(12.0, 22.0)	(13.0, 81.0)	(14.0, 209.0)	(15.0, 299.0)	(16.0, 403.0)	(17.0, 551.0)	(18.0, 799.0)	(19.0, 1036.0)	(20.0, 1359.0)	(21.0, 1742.0)	(22.0, 2336.0)	(23.0, 2857.0)	(24.0, 3647.0)	(25.0, 4625.0)	(26.0, 5777.0)	(27.0, 7288.0)	(28.0, 9161.0)	(29.0, 12133.0)	(30.0, 15459.0)	(31.0, 20711.0)	(32.0, 27686.0)	(33.0, 39393.0)	(34.0, 56818.0)	(35.0, 77446.0)	(36.0, 106232.0)	(37.0, 361246.0)	
ERR8024950_1	(2.0, 175.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 2.0)	(14.0, 2.0)	(15.0, 7.0)	(16.0, 5.0)	(17.0, 11.0)	(18.0, 23.0)	(19.0, 55.0)	(20.0, 97.0)	(21.0, 138.0)	(22.0, 207.0)	(23.0, 288.0)	(24.0, 440.0)	(25.0, 569.0)	(26.0, 804.0)	(27.0, 1096.0)	(28.0, 1683.0)	(29.0, 2270.0)	(30.0, 3399.0)	(31.0, 4910.0)	(32.0, 7565.0)	(33.0, 12504.0)	(34.0, 22296.0)	(35.0, 50349.0)	(36.0, 145428.0)	(37.0, 272541.0)	
ERR8024950_2	(2.0, 173.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 1.0)	(11.0, 0.0)	(12.0, 4.0)	(13.0, 26.0)	(14.0, 57.0)	(15.0, 138.0)	(16.0, 242.0)	(17.0, 351.0)	(18.0, 492.0)	(19.0, 550.0)	(20.0, 723.0)	(21.0, 826.0)	(22.0, 1142.0)	(23.0, 1321.0)	(24.0, 1681.0)	(25.0, 2097.0)	(26.0, 2627.0)	(27.0, 3378.0)	(28.0, 4290.0)	(29.0, 5867.0)	(30.0, 8146.0)	(31.0, 12327.0)	(32.0, 18884.0)	(33.0, 32287.0)	(34.0, 57844.0)	(35.0, 102002.0)	(36.0, 128819.0)	(37.0, 140569.0)	
ERR8024951_1	(2.0, 448.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 6.0)	(16.0, 12.0)	(17.0, 26.0)	(18.0, 71.0)	(19.0, 152.0)	(20.0, 269.0)	(21.0, 389.0)	(22.0, 511.0)	(23.0, 797.0)	(24.0, 1135.0)	(25.0, 1586.0)	(26.0, 2351.0)	(27.0, 3693.0)	(28.0, 5392.0)	(29.0, 8020.0)	(30.0, 11415.0)	(31.0, 16232.0)	(32.0, 22802.0)	(33.0, 31749.0)	(34.0, 45405.0)	(35.0, 70892.0)	(36.0, 141600.0)	(37.0, 338884.0)	
ERR8024951_2	(2.0, 450.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 3.0)	(11.0, 64.0)	(12.0, 224.0)	(13.0, 430.0)	(14.0, 897.0)	(15.0, 2139.0)	(16.0, 4236.0)	(17.0, 6023.0)	(18.0, 8208.0)	(19.0, 10675.0)	(20.0, 13171.0)	(21.0, 16086.0)	(22.0, 19649.0)	(23.0, 23202.0)	(24.0, 27073.0)	(25.0, 31050.0)	(26.0, 35809.0)	(27.0, 40948.0)	(28.0, 45506.0)	(29.0, 48049.0)	(30.0, 46111.0)	(31.0, 38354.0)	(32.0, 29319.0)	(33.0, 27528.0)	(34.0, 35338.0)	(35.0, 49042.0)	(36.0, 69075.0)	(37.0, 75178.0)	
ERR8024959_1	(2.0, 605.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 2.0)	(16.0, 9.0)	(17.0, 26.0)	(18.0, 60.0)	(19.0, 136.0)	(20.0, 285.0)	(21.0, 410.0)	(22.0, 548.0)	(23.0, 757.0)	(24.0, 1018.0)	(25.0, 1440.0)	(26.0, 2213.0)	(27.0, 3424.0)	(28.0, 5226.0)	(29.0, 7884.0)	(30.0, 11343.0)	(31.0, 16004.0)	(32.0, 23177.0)	(33.0, 31875.0)	(34.0, 45348.0)	(35.0, 69970.0)	(36.0, 134518.0)	(37.0, 333185.0)	
ERR8024959_2	(2.0, 605.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 1.0)	(11.0, 8.0)	(12.0, 90.0)	(13.0, 239.0)	(14.0, 651.0)	(15.0, 1462.0)	(16.0, 2829.0)	(17.0, 4388.0)	(18.0, 6280.0)	(19.0, 8367.0)	(20.0, 10859.0)	(21.0, 13537.0)	(22.0, 16699.0)	(23.0, 20202.0)	(24.0, 23349.0)	(25.0, 27351.0)	(26.0, 31621.0)	(27.0, 35877.0)	(28.0, 39138.0)	(29.0, 41217.0)	(30.0, 38925.0)	(31.0, 32885.0)	(32.0, 27968.0)	(33.0, 30077.0)	(34.0, 40721.0)	(35.0, 57543.0)	(36.0, 83376.0)	(37.0, 93198.0)	
SRR10583096_1	(2.0, 390.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 1.0)	(14.0, 0.0)	(15.0, 2.0)	(16.0, 21.0)	(17.0, 130.0)	(18.0, 165.0)	(19.0, 257.0)	(20.0, 395.0)	(21.0, 552.0)	(22.0, 824.0)	(23.0, 1288.0)	(24.0, 1872.0)	(25.0, 2775.0)	(26.0, 3840.0)	(27.0, 5313.0)	(28.0, 6879.0)	(29.0, 8807.0)	(30.0, 11632.0)	(31.0, 14977.0)	(32.0, 19403.0)	(33.0, 25024.0)	(34.0, 33615.0)	(35.0, 49676.0)	(36.0, 83590.0)	(37.0, 244012.0)	(38.0, 555665.0)
SRR10583096_2	(2.0, 388.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 2.0)	(13.0, 12.0)	(14.0, 74.0)	(15.0, 284.0)	(16.0, 558.0)	(17.0, 857.0)	(18.0, 1312.0)	(19.0, 2648.0)	(20.0, 4609.0)	(21.0, 6779.0)	(22.0, 8239.0)	(23.0, 9723.0)	(24.0, 11301.0)	(25.0, 13199.0)	(26.0, 14907.0)	(27.0, 17014.0)	(28.0, 19074.0)	(29.0, 21618.0)	(30.0, 24685.0)	(31.0, 28685.0)	(32.0, 34191.0)	(33.0, 41701.0)	(34.0, 54376.0)	(35.0, 76783.0)	(36.0, 128271.0)	(37.0, 310768.0)	(38.0, 239047.0)
SRR11514880_1	(2.0, 566.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 1.0)	(17.0, 3.0)	(18.0, 15.0)	(19.0, 52.0)	(20.0, 68.0)	(21.0, 151.0)	(22.0, 196.0)	(23.0, 315.0)	(24.0, 485.0)	(25.0, 791.0)	(26.0, 1323.0)	(27.0, 1973.0)	(28.0, 3074.0)	(29.0, 4775.0)	(30.0, 6884.0)	(31.0, 9927.0)	(32.0, 14229.0)	(33.0, 19947.0)	(34.0, 28896.0)	(35.0, 45213.0)	(36.0, 89908.0)	(37.0, 633865.0)	
SRR11514880_2	(2.0, 571.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 3.0)	(12.0, 11.0)	(13.0, 51.0)	(14.0, 108.0)	(15.0, 246.0)	(16.0, 449.0)	(17.0, 946.0)	(18.0, 1340.0)	(19.0, 1707.0)	(20.0, 2075.0)	(21.0, 2557.0)	(22.0, 3036.0)	(23.0, 3472.0)	(24.0, 4216.0)	(25.0, 4947.0)	(26.0, 5819.0)	(27.0, 6824.0)	(28.0, 8186.0)	(29.0, 10303.0)	(30.0, 12470.0)	(31.0, 15783.0)	(32.0, 20617.0)	(33.0, 28536.0)	(34.0, 42446.0)	(35.0, 72262.0)	(36.0, 171380.0)	(37.0, 442296.0)	
SRR11589174_1	(2.0, 37.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 4.0)	(14.0, 5.0)	(15.0, 8.0)	(16.0, 22.0)	(17.0, 192.0)	(18.0, 1112.0)	(19.0, 1833.0)	(20.0, 1113.0)	(21.0, 556.0)	(22.0, 562.0)	(23.0, 809.0)	(24.0, 1229.0)	(25.0, 2005.0)	(26.0, 3378.0)	(27.0, 5015.0)	(28.0, 7144.0)	(29.0, 10050.0)	(30.0, 13975.0)	(31.0, 19362.0)	(32.0, 26583.0)	(33.0, 37462.0)	(34.0, 54633.0)	(35.0, 81513.0)	(36.0, 107672.0)	(37.0, 177913.0)	
SRR11589174_2	(2.0, 35.0)	(3.0, 0.0)	(4.0, 1.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 1.0)	(8.0, 7.0)	(9.0, 9.0)	(10.0, 14.0)	(11.0, 26.0)	(12.0, 79.0)	(13.0, 170.0)	(14.0, 397.0)	(15.0, 591.0)	(16.0, 983.0)	(17.0, 1986.0)	(18.0, 3929.0)	(19.0, 3328.0)	(20.0, 3209.0)	(21.0, 4051.0)	(22.0, 5015.0)	(23.0, 6324.0)	(24.0, 7849.0)	(25.0, 9775.0)	(26.0, 12377.0)	(27.0, 15503.0)	(28.0, 19629.0)	(29.0, 24848.0)	(30.0, 31663.0)	(31.0, 39513.0)	(32.0, 48917.0)	(33.0, 56574.0)	(34.0, 53229.0)	(35.0, 41028.0)	(36.0, 46245.0)	(37.0, 116882.0)	
SRR11589267_1	(12.0, 1.0)	(13.0, 7.0)	(14.0, 19.0)	(15.0, 70.0)	(16.0, 169.0)	(17.0, 350.0)	(18.0, 565.0)	(19.0, 546.0)	(20.0, 535.0)	(21.0, 473.0)	(22.0, 517.0)	(23.0, 609.0)	(24.0, 740.0)	(25.0, 890.0)	(26.0, 995.0)	(27.0, 1022.0)	(28.0, 1175.0)	(29.0, 1329.0)	(30.0, 1511.0)	(31.0, 1857.0)	(32.0, 2379.0)	(33.0, 3168.0)	(34.0, 4825.0)	(35.0, 9046.0)	(36.0, 28224.0)	(37.0, 99742.0)											
SRR11589267_2	(11.0, 6.0)	(12.0, 15.0)	(13.0, 32.0)	(14.0, 49.0)	(15.0, 81.0)	(16.0, 139.0)	(17.0, 287.0)	(18.0, 415.0)	(19.0, 397.0)	(20.0, 348.0)	(21.0, 467.0)	(22.0, 713.0)	(23.0, 919.0)	(24.0, 1199.0)	(25.0, 1393.0)	(26.0, 1545.0)	(27.0, 1663.0)	(28.0, 2037.0)	(29.0, 2549.0)	(30.0, 2951.0)	(31.0, 3939.0)	(32.0, 5342.0)	(33.0, 8411.0)	(34.0, 14494.0)	(35.0, 28884.0)	(36.0, 58448.0)	(37.0, 24041.0)										
SRR12905336_1	(2.0, 601.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 2.0)	(15.0, 1.0)	(16.0, 4.0)	(17.0, 4.0)	(18.0, 32.0)	(19.0, 68.0)	(20.0, 126.0)	(21.0, 306.0)	(22.0, 595.0)	(23.0, 967.0)	(24.0, 1547.0)	(25.0, 2319.0)	(26.0, 3170.0)	(27.0, 4433.0)	(28.0, 6026.0)	(29.0, 8128.0)	(30.0, 10923.0)	(31.0, 14220.0)	(32.0, 18504.0)	(33.0, 24585.0)	(34.0, 33225.0)	(35.0, 48558.0)	(36.0, 82473.0)	(37.0, 226787.0)	(38.0, 391867.0)
SRR12905336_2	(2.0, 556.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 12.0)	(14.0, 15.0)	(15.0, 23.0)	(16.0, 146.0)	(17.0, 882.0)	(18.0, 5307.0)	(19.0, 15560.0)	(20.0, 24289.0)	(21.0, 27083.0)	(22.0, 28421.0)	(23.0, 29224.0)	(24.0, 29044.0)	(25.0, 29445.0)	(26.0, 29934.0)	(27.0, 31062.0)	(28.0, 32302.0)	(29.0, 34137.0)	(30.0, 36833.0)	(31.0, 40365.0)	(32.0, 45216.0)	(33.0, 51944.0)	(34.0, 61783.0)	(35.0, 76536.0)	(36.0, 97953.0)	(37.0, 117916.0)	(38.0, 33483.0)
SRR12905337_1	(2.0, 1199.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 2.0)	(14.0, 5.0)	(15.0, 3.0)	(16.0, 6.0)	(17.0, 8.0)	(18.0, 21.0)	(19.0, 91.0)	(20.0, 265.0)	(21.0, 557.0)	(22.0, 1028.0)	(23.0, 1522.0)	(24.0, 2346.0)	(25.0, 3424.0)	(26.0, 4920.0)	(27.0, 6734.0)	(28.0, 9208.0)	(29.0, 12020.0)	(30.0, 15710.0)	(31.0, 20193.0)	(32.0, 26181.0)	(33.0, 34566.0)	(34.0, 46921.0)	(35.0, 67725.0)	(36.0, 114423.0)	(37.0, 308009.0)	(38.0, 369214.0)
SRR12905337_2	(2.0, 1177.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 11.0)	(16.0, 68.0)	(17.0, 313.0)	(18.0, 1159.0)	(19.0, 3447.0)	(20.0, 6502.0)	(21.0, 8847.0)	(22.0, 10563.0)	(23.0, 11741.0)	(24.0, 12337.0)	(25.0, 13071.0)	(26.0, 14088.0)	(27.0, 15296.0)	(28.0, 17555.0)	(29.0, 20177.0)	(30.0, 23892.0)	(31.0, 28437.0)	(32.0, 34717.0)	(33.0, 44002.0)	(34.0, 57935.0)	(35.0, 82971.0)	(36.0, 135986.0)	(37.0, 296761.0)	(38.0, 205248.0)
SRR12905338_1	(2.0, 446.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 1.0)	(15.0, 0.0)	(16.0, 2.0)	(17.0, 15.0)	(18.0, 15.0)	(19.0, 97.0)	(20.0, 189.0)	(21.0, 460.0)	(22.0, 771.0)	(23.0, 1203.0)	(24.0, 1907.0)	(25.0, 2870.0)	(26.0, 4044.0)	(27.0, 5504.0)	(28.0, 7639.0)	(29.0, 10154.0)	(30.0, 13192.0)	(31.0, 17364.0)	(32.0, 22902.0)	(33.0, 30264.0)	(34.0, 41345.0)	(35.0, 60226.0)	(36.0, 101555.0)	(37.0, 275546.0)	(38.0, 381833.0)
SRR12905338_2	(2.0, 430.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 9.0)	(14.0, 4.0)	(15.0, 14.0)	(16.0, 117.0)	(17.0, 547.0)	(18.0, 2635.0)	(19.0, 7852.0)	(20.0, 13676.0)	(21.0, 17869.0)	(22.0, 20667.0)	(23.0, 22588.0)	(24.0, 23791.0)	(25.0, 25342.0)	(26.0, 26674.0)	(27.0, 28307.0)	(28.0, 30743.0)	(29.0, 33427.0)	(30.0, 36780.0)	(31.0, 41772.0)	(32.0, 47746.0)	(33.0, 56995.0)	(34.0, 69798.0)	(35.0, 91453.0)	(36.0, 130003.0)	(37.0, 187324.0)	(38.0, 62981.0)
SRR12905341_1	(2.0, 981.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 2.0)	(14.0, 0.0)	(15.0, 5.0)	(16.0, 7.0)	(17.0, 14.0)	(18.0, 37.0)	(19.0, 85.0)	(20.0, 247.0)	(21.0, 510.0)	(22.0, 900.0)	(23.0, 1491.0)	(24.0, 2202.0)	(25.0, 3454.0)	(26.0, 4893.0)	(27.0, 6690.0)	(28.0, 9383.0)	(29.0, 12182.0)	(30.0, 15925.0)	(31.0, 20447.0)	(32.0, 26578.0)	(33.0, 34641.0)	(34.0, 46182.0)	(35.0, 67070.0)	(36.0, 112773.0)	(37.0, 303406.0)	(38.0, 427254.0)
SRR12905341_2	(2.0, 930.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 2.0)	(15.0, 21.0)	(16.0, 172.0)	(17.0, 1037.0)	(18.0, 5774.0)	(19.0, 16998.0)	(20.0, 26559.0)	(21.0, 30448.0)	(22.0, 31913.0)	(23.0, 32414.0)	(24.0, 32852.0)	(25.0, 34036.0)	(26.0, 35219.0)	(27.0, 36802.0)	(28.0, 39586.0)	(29.0, 42182.0)	(30.0, 47030.0)	(31.0, 51121.0)	(32.0, 57584.0)	(33.0, 67383.0)	(34.0, 81553.0)	(35.0, 101721.0)	(36.0, 130449.0)	(37.0, 153733.0)	(38.0, 39840.0)
SRR13327178_1	(2.0, 416.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 7.0)	(16.0, 37.0)	(17.0, 195.0)	(18.0, 568.0)	(19.0, 1273.0)	(20.0, 2524.0)	(21.0, 4327.0)	(22.0, 6720.0)	(23.0, 9649.0)	(24.0, 13142.0)	(25.0, 16999.0)	(26.0, 21706.0)	(27.0, 27151.0)	(28.0, 33668.0)	(29.0, 41584.0)	(30.0, 49905.0)	(31.0, 60602.0)	(32.0, 70930.0)	(33.0, 80208.0)	(34.0, 86082.0)	(35.0, 93515.0)	(36.0, 122719.0)	(37.0, 246110.0)	
SRR13327178_2	(2.0, 414.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 3.0)	(12.0, 23.0)	(13.0, 163.0)	(14.0, 689.0)	(15.0, 1471.0)	(16.0, 2947.0)	(17.0, 4922.0)	(18.0, 7213.0)	(19.0, 9893.0)	(20.0, 13481.0)	(21.0, 17335.0)	(22.0, 21816.0)	(23.0, 26815.0)	(24.0, 32219.0)	(25.0, 38520.0)	(26.0, 44186.0)	(27.0, 51112.0)	(28.0, 57634.0)	(29.0, 62972.0)	(30.0, 64546.0)	(31.0, 58111.0)	(32.0, 46590.0)	(33.0, 41214.0)	(34.0, 51099.0)	(35.0, 73571.0)	(36.0, 108709.0)	(37.0, 152369.0)	
