Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36
ERR6938114_2	(12.0, 37.0)	(13.0, 376.0)	(14.0, 993.0)	(15.0, 2002.0)	(16.0, 3218.0)	(17.0, 5105.0)	(18.0, 6801.0)	(19.0, 7752.0)	(20.0, 8459.0)	(21.0, 9506.0)	(22.0, 10413.0)	(23.0, 11410.0)	(24.0, 12351.0)	(25.0, 13489.0)	(26.0, 14918.0)	(27.0, 16759.0)	(28.0, 18041.0)	(29.0, 20211.0)	(30.0, 22349.0)	(31.0, 24843.0)	(32.0, 28494.0)	(33.0, 32466.0)	(34.0, 38387.0)	(35.0, 45388.0)	(36.0, 55286.0)	(37.0, 71214.0)	(38.0, 97505.0)	(39.0, 150993.0)	(40.0, 197703.0)								
ERR6938153_1	(13.0, 1.0)	(14.0, 0.0)	(15.0, 1.0)	(16.0, 1.0)	(17.0, 4.0)	(18.0, 17.0)	(19.0, 38.0)	(20.0, 81.0)	(21.0, 156.0)	(22.0, 357.0)	(23.0, 692.0)	(24.0, 1235.0)	(25.0, 2185.0)	(26.0, 3630.0)	(27.0, 5284.0)	(28.0, 7230.0)	(29.0, 9511.0)	(30.0, 12012.0)	(31.0, 15292.0)	(32.0, 18629.0)	(33.0, 22432.0)	(34.0, 26845.0)	(35.0, 33207.0)	(36.0, 41362.0)	(37.0, 54611.0)	(38.0, 81267.0)	(39.0, 158222.0)	(40.0, 620852.0)									
ERR6938153_2	(12.0, 129.0)	(13.0, 1309.0)	(14.0, 2282.0)	(15.0, 3589.0)	(16.0, 4766.0)	(17.0, 6429.0)	(18.0, 7883.0)	(19.0, 8834.0)	(20.0, 9557.0)	(21.0, 10347.0)	(22.0, 11430.0)	(23.0, 12417.0)	(24.0, 13360.0)	(25.0, 14626.0)	(26.0, 16608.0)	(27.0, 18138.0)	(28.0, 20113.0)	(29.0, 22164.0)	(30.0, 24878.0)	(31.0, 28425.0)	(32.0, 32144.0)	(33.0, 37015.0)	(34.0, 43698.0)	(35.0, 52437.0)	(36.0, 65046.0)	(37.0, 83036.0)	(38.0, 116673.0)	(39.0, 187488.0)	(40.0, 260333.0)								
ERR6938409_1	(16.0, 1.0)	(17.0, 0.0)	(18.0, 6.0)	(19.0, 4.0)	(20.0, 13.0)	(21.0, 65.0)	(22.0, 202.0)	(23.0, 655.0)	(24.0, 1673.0)	(25.0, 3785.0)	(26.0, 7439.0)	(27.0, 13245.0)	(28.0, 20978.0)	(29.0, 31298.0)	(30.0, 42437.0)	(31.0, 56444.0)	(32.0, 72530.0)	(33.0, 99235.0)	(34.0, 145961.0)	(35.0, 324283.0)	(36.0, 1280676.0)	(37.0, 44842.0)															
ERR6938409_2	(12.0, 2.0)	(13.0, 26.0)	(14.0, 53.0)	(15.0, 70.0)	(16.0, 86.0)	(17.0, 99.0)	(18.0, 164.0)	(19.0, 265.0)	(20.0, 581.0)	(21.0, 1173.0)	(22.0, 2451.0)	(23.0, 4437.0)	(24.0, 6792.0)	(25.0, 8997.0)	(26.0, 11294.0)	(27.0, 14854.0)	(28.0, 19226.0)	(29.0, 25894.0)	(30.0, 35703.0)	(31.0, 50177.0)	(32.0, 72061.0)	(33.0, 113506.0)	(34.0, 200744.0)	(35.0, 512459.0)	(36.0, 1047669.0)	(37.0, 16989.0)											
ERR6938479_1	(17.0, 1.0)	(18.0, 0.0)	(19.0, 1.0)	(20.0, 5.0)	(21.0, 15.0)	(22.0, 51.0)	(23.0, 147.0)	(24.0, 420.0)	(25.0, 1004.0)	(26.0, 1925.0)	(27.0, 3477.0)	(28.0, 5463.0)	(29.0, 8356.0)	(30.0, 11697.0)	(31.0, 15910.0)	(32.0, 20586.0)	(33.0, 27336.0)	(34.0, 39253.0)	(35.0, 83244.0)	(36.0, 450643.0)	(37.0, 30618.0)																
ERR6938479_2	(12.0, 7.0)	(13.0, 13.0)	(14.0, 35.0)	(15.0, 27.0)	(16.0, 28.0)	(17.0, 49.0)	(18.0, 55.0)	(19.0, 112.0)	(20.0, 157.0)	(21.0, 312.0)	(22.0, 443.0)	(23.0, 869.0)	(24.0, 1267.0)	(25.0, 1885.0)	(26.0, 2236.0)	(27.0, 3030.0)	(28.0, 3957.0)	(29.0, 5496.0)	(30.0, 7612.0)	(31.0, 10650.0)	(32.0, 15529.0)	(33.0, 24664.0)	(34.0, 44222.0)	(35.0, 119301.0)	(36.0, 441360.0)	(37.0, 16836.0)											
ERR6938729_1	(19.0, 7.0)	(20.0, 18.0)	(21.0, 48.0)	(22.0, 163.0)	(23.0, 538.0)	(24.0, 1283.0)	(25.0, 2901.0)	(26.0, 4919.0)	(27.0, 8002.0)	(28.0, 12392.0)	(29.0, 18001.0)	(30.0, 23766.0)	(31.0, 31240.0)	(32.0, 39047.0)	(33.0, 50718.0)	(34.0, 69343.0)	(35.0, 130410.0)	(36.0, 596620.0)	(37.0, 51263.0)																		
ERR6938729_2	(12.0, 2.0)	(13.0, 22.0)	(14.0, 34.0)	(15.0, 37.0)	(16.0, 32.0)	(17.0, 66.0)	(18.0, 107.0)	(19.0, 224.0)	(20.0, 407.0)	(21.0, 716.0)	(22.0, 1110.0)	(23.0, 2011.0)	(24.0, 3065.0)	(25.0, 4488.0)	(26.0, 5854.0)	(27.0, 7680.0)	(28.0, 10057.0)	(29.0, 13399.0)	(30.0, 17536.0)	(31.0, 24177.0)	(32.0, 33317.0)	(33.0, 51994.0)	(34.0, 89499.0)	(35.0, 213563.0)	(36.0, 541520.0)	(37.0, 19762.0)											
ERR6938731_1	(18.0, 1.0)	(19.0, 2.0)	(20.0, 13.0)	(21.0, 39.0)	(22.0, 98.0)	(23.0, 324.0)	(24.0, 765.0)	(25.0, 1803.0)	(26.0, 3143.0)	(27.0, 5360.0)	(28.0, 8131.0)	(29.0, 12031.0)	(30.0, 16215.0)	(31.0, 21366.0)	(32.0, 26711.0)	(33.0, 35003.0)	(34.0, 47832.0)	(35.0, 90433.0)	(36.0, 417462.0)	(37.0, 36730.0)																	
ERR6938731_2	(13.0, 7.0)	(14.0, 9.0)	(15.0, 22.0)	(16.0, 34.0)	(17.0, 37.0)	(18.0, 78.0)	(19.0, 171.0)	(20.0, 320.0)	(21.0, 582.0)	(22.0, 1000.0)	(23.0, 1692.0)	(24.0, 2687.0)	(25.0, 3905.0)	(26.0, 4938.0)	(27.0, 6500.0)	(28.0, 8392.0)	(29.0, 10802.0)	(30.0, 14184.0)	(31.0, 19367.0)	(32.0, 26772.0)	(33.0, 40775.0)	(34.0, 70237.0)	(35.0, 158056.0)	(36.0, 343251.0)	(37.0, 9644.0)												
ERR6938732_1	(17.0, 1.0)	(18.0, 1.0)	(19.0, 3.0)	(20.0, 13.0)	(21.0, 75.0)	(22.0, 187.0)	(23.0, 589.0)	(24.0, 1479.0)	(25.0, 3091.0)	(26.0, 5358.0)	(27.0, 8424.0)	(28.0, 12703.0)	(29.0, 18194.0)	(30.0, 24302.0)	(31.0, 31623.0)	(32.0, 39523.0)	(33.0, 51466.0)	(34.0, 70278.0)	(35.0, 131803.0)	(36.0, 592847.0)	(37.0, 49142.0)																
ERR6938732_2	(12.0, 1.0)	(13.0, 19.0)	(14.0, 31.0)	(15.0, 29.0)	(16.0, 32.0)	(17.0, 58.0)	(18.0, 110.0)	(19.0, 228.0)	(20.0, 410.0)	(21.0, 790.0)	(22.0, 1416.0)	(23.0, 2322.0)	(24.0, 3570.0)	(25.0, 4956.0)	(26.0, 6088.0)	(27.0, 7982.0)	(28.0, 10022.0)	(29.0, 13227.0)	(30.0, 17259.0)	(31.0, 23304.0)	(32.0, 32440.0)	(33.0, 49904.0)	(34.0, 86322.0)	(35.0, 204958.0)	(36.0, 553237.0)	(37.0, 22387.0)											
ERR6938733_1	(15.0, 1.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 1.0)	(20.0, 6.0)	(21.0, 3.0)	(22.0, 30.0)	(23.0, 93.0)	(24.0, 242.0)	(25.0, 530.0)	(26.0, 903.0)	(27.0, 1484.0)	(28.0, 2254.0)	(29.0, 3214.0)	(30.0, 4552.0)	(31.0, 6021.0)	(32.0, 7320.0)	(33.0, 9771.0)	(34.0, 13427.0)	(35.0, 25924.0)	(36.0, 112998.0)	(37.0, 9479.0)														
ERR6938733_2	(13.0, 3.0)	(14.0, 9.0)	(15.0, 14.0)	(16.0, 16.0)	(17.0, 19.0)	(18.0, 32.0)	(19.0, 71.0)	(20.0, 147.0)	(21.0, 186.0)	(22.0, 296.0)	(23.0, 523.0)	(24.0, 754.0)	(25.0, 1076.0)	(26.0, 1254.0)	(27.0, 1719.0)	(28.0, 2148.0)	(29.0, 2957.0)	(30.0, 3738.0)	(31.0, 4954.0)	(32.0, 7071.0)	(33.0, 10736.0)	(34.0, 17929.0)	(35.0, 41067.0)	(36.0, 98139.0)	(37.0, 3395.0)												
ERR6938734_1	(19.0, 2.0)	(20.0, 4.0)	(21.0, 23.0)	(22.0, 51.0)	(23.0, 164.0)	(24.0, 409.0)	(25.0, 901.0)	(26.0, 1720.0)	(27.0, 2899.0)	(28.0, 4377.0)	(29.0, 6461.0)	(30.0, 8803.0)	(31.0, 11556.0)	(32.0, 14391.0)	(33.0, 18712.0)	(34.0, 26058.0)	(35.0, 49597.0)	(36.0, 213579.0)	(37.0, 16356.0)																		
ERR6938734_2	(12.0, 2.0)	(13.0, 14.0)	(14.0, 17.0)	(15.0, 18.0)	(16.0, 28.0)	(17.0, 26.0)	(18.0, 85.0)	(19.0, 161.0)	(20.0, 285.0)	(21.0, 391.0)	(22.0, 630.0)	(23.0, 965.0)	(24.0, 1356.0)	(25.0, 1975.0)	(26.0, 2447.0)	(27.0, 3051.0)	(28.0, 3976.0)	(29.0, 5258.0)	(30.0, 6938.0)	(31.0, 9339.0)	(32.0, 12739.0)	(33.0, 19761.0)	(34.0, 33827.0)	(35.0, 77240.0)	(36.0, 188655.0)	(37.0, 6879.0)											
ERR6938735_1	(18.0, 1.0)	(19.0, 4.0)	(20.0, 17.0)	(21.0, 54.0)	(22.0, 178.0)	(23.0, 560.0)	(24.0, 1614.0)	(25.0, 3683.0)	(26.0, 6458.0)	(27.0, 11193.0)	(28.0, 17260.0)	(29.0, 25515.0)	(30.0, 34484.0)	(31.0, 45635.0)	(32.0, 57009.0)	(33.0, 74907.0)	(34.0, 103744.0)	(35.0, 195877.0)	(36.0, 895392.0)	(37.0, 78983.0)																	
ERR6938735_2	(12.0, 2.0)	(13.0, 20.0)	(14.0, 48.0)	(15.0, 56.0)	(16.0, 64.0)	(17.0, 102.0)	(18.0, 207.0)	(19.0, 489.0)	(20.0, 894.0)	(21.0, 1444.0)	(22.0, 2184.0)	(23.0, 3346.0)	(24.0, 5168.0)	(25.0, 7239.0)	(26.0, 9364.0)	(27.0, 12266.0)	(28.0, 15916.0)	(29.0, 21075.0)	(30.0, 27268.0)	(31.0, 37572.0)	(32.0, 51523.0)	(33.0, 79478.0)	(34.0, 136844.0)	(35.0, 315974.0)	(36.0, 795234.0)	(37.0, 28791.0)											
ERR6938736_1	(18.0, 1.0)	(19.0, 4.0)	(20.0, 10.0)	(21.0, 38.0)	(22.0, 158.0)	(23.0, 467.0)	(24.0, 1262.0)	(25.0, 3047.0)	(26.0, 5595.0)	(27.0, 9529.0)	(28.0, 14586.0)	(29.0, 21325.0)	(30.0, 28829.0)	(31.0, 37791.0)	(32.0, 47303.0)	(33.0, 61483.0)	(34.0, 85162.0)	(35.0, 161072.0)	(36.0, 710654.0)	(37.0, 57303.0)																	
ERR6938736_2	(12.0, 3.0)	(13.0, 18.0)	(14.0, 27.0)	(15.0, 26.0)	(16.0, 40.0)	(17.0, 58.0)	(18.0, 129.0)	(19.0, 258.0)	(20.0, 455.0)	(21.0, 894.0)	(22.0, 1454.0)	(23.0, 2333.0)	(24.0, 3508.0)	(25.0, 5130.0)	(26.0, 6608.0)	(27.0, 8618.0)	(28.0, 11392.0)	(29.0, 15131.0)	(30.0, 19918.0)	(31.0, 27390.0)	(32.0, 37517.0)	(33.0, 57899.0)	(34.0, 100181.0)	(35.0, 237984.0)	(36.0, 677887.0)	(37.0, 30761.0)											
ERR6938737_1	(19.0, 3.0)	(20.0, 16.0)	(21.0, 58.0)	(22.0, 238.0)	(23.0, 774.0)	(24.0, 1876.0)	(25.0, 3730.0)	(26.0, 5932.0)	(27.0, 8936.0)	(28.0, 13512.0)	(29.0, 19286.0)	(30.0, 26398.0)	(31.0, 34293.0)	(32.0, 42414.0)	(33.0, 56122.0)	(34.0, 76877.0)	(35.0, 140408.0)	(36.0, 693125.0)	(37.0, 73996.0)																		
ERR6938737_2	(12.0, 1.0)	(13.0, 23.0)	(14.0, 41.0)	(15.0, 29.0)	(16.0, 30.0)	(17.0, 65.0)	(18.0, 113.0)	(19.0, 276.0)	(20.0, 519.0)	(21.0, 1003.0)	(22.0, 1784.0)	(23.0, 2887.0)	(24.0, 4513.0)	(25.0, 6329.0)	(26.0, 7721.0)	(27.0, 9968.0)	(28.0, 12539.0)	(29.0, 16293.0)	(30.0, 21011.0)	(31.0, 28839.0)	(32.0, 38790.0)	(33.0, 58859.0)	(34.0, 99358.0)	(35.0, 226294.0)	(36.0, 632050.0)	(37.0, 28659.0)											
ERR6938738_1	(18.0, 1.0)	(19.0, 2.0)	(20.0, 21.0)	(21.0, 62.0)	(22.0, 210.0)	(23.0, 743.0)	(24.0, 1861.0)	(25.0, 3873.0)	(26.0, 6461.0)	(27.0, 10299.0)	(28.0, 15538.0)	(29.0, 22289.0)	(30.0, 29871.0)	(31.0, 39521.0)	(32.0, 49492.0)	(33.0, 64942.0)	(34.0, 89357.0)	(35.0, 163646.0)	(36.0, 788780.0)	(37.0, 81839.0)																	
ERR6938738_2	(12.0, 1.0)	(13.0, 19.0)	(14.0, 23.0)	(15.0, 25.0)	(16.0, 38.0)	(17.0, 76.0)	(18.0, 131.0)	(19.0, 283.0)	(20.0, 639.0)	(21.0, 1163.0)	(22.0, 1997.0)	(23.0, 3410.0)	(24.0, 5019.0)	(25.0, 6988.0)	(26.0, 8961.0)	(27.0, 11388.0)	(28.0, 14427.0)	(29.0, 19195.0)	(30.0, 24675.0)	(31.0, 33924.0)	(32.0, 46146.0)	(33.0, 70373.0)	(34.0, 120019.0)	(35.0, 268932.0)	(36.0, 701693.0)	(37.0, 29263.0)											
ERR6938739_1	(19.0, 6.0)	(20.0, 10.0)	(21.0, 32.0)	(22.0, 93.0)	(23.0, 307.0)	(24.0, 844.0)	(25.0, 1835.0)	(26.0, 3546.0)	(27.0, 6265.0)	(28.0, 9911.0)	(29.0, 14488.0)	(30.0, 20301.0)	(31.0, 26660.0)	(32.0, 33290.0)	(33.0, 44418.0)	(34.0, 59781.0)	(35.0, 113773.0)	(36.0, 520684.0)	(37.0, 45779.0)																		
ERR6938739_2	(12.0, 1.0)	(13.0, 5.0)	(14.0, 17.0)	(15.0, 31.0)	(16.0, 52.0)	(17.0, 74.0)	(18.0, 203.0)	(19.0, 353.0)	(20.0, 605.0)	(21.0, 1028.0)	(22.0, 1533.0)	(23.0, 2472.0)	(24.0, 3656.0)	(25.0, 5143.0)	(26.0, 6401.0)	(27.0, 8367.0)	(28.0, 11074.0)	(29.0, 14698.0)	(30.0, 18869.0)	(31.0, 25795.0)	(32.0, 35428.0)	(33.0, 54127.0)	(34.0, 91140.0)	(35.0, 195948.0)	(36.0, 411974.0)	(37.0, 13029.0)											
ERR6938740_1	(19.0, 3.0)	(20.0, 10.0)	(21.0, 42.0)	(22.0, 143.0)	(23.0, 432.0)	(24.0, 1122.0)	(25.0, 2590.0)	(26.0, 4819.0)	(27.0, 8311.0)	(28.0, 12755.0)	(29.0, 18604.0)	(30.0, 25426.0)	(31.0, 33491.0)	(32.0, 41753.0)	(33.0, 54437.0)	(34.0, 74725.0)	(35.0, 139472.0)	(36.0, 645942.0)	(37.0, 57574.0)																		
ERR6938740_2	(12.0, 2.0)	(13.0, 9.0)	(14.0, 17.0)	(15.0, 23.0)	(16.0, 40.0)	(17.0, 62.0)	(18.0, 128.0)	(19.0, 234.0)	(20.0, 414.0)	(21.0, 779.0)	(22.0, 1245.0)	(23.0, 2179.0)	(24.0, 3441.0)	(25.0, 5038.0)	(26.0, 6523.0)	(27.0, 8764.0)	(28.0, 11812.0)	(29.0, 15452.0)	(30.0, 20274.0)	(31.0, 27665.0)	(32.0, 38332.0)	(33.0, 58884.0)	(34.0, 101680.0)	(35.0, 233122.0)	(36.0, 565026.0)	(37.0, 20506.0)											
ERR6938741_1	(17.0, 1.0)	(18.0, 1.0)	(19.0, 3.0)	(20.0, 18.0)	(21.0, 41.0)	(22.0, 151.0)	(23.0, 553.0)	(24.0, 1434.0)	(25.0, 3193.0)	(26.0, 5797.0)	(27.0, 9482.0)	(28.0, 14826.0)	(29.0, 21733.0)	(30.0, 29191.0)	(31.0, 38074.0)	(32.0, 47632.0)	(33.0, 62578.0)	(34.0, 86309.0)	(35.0, 162285.0)	(36.0, 766421.0)	(37.0, 69327.0)																
ERR6938741_2	(13.0, 11.0)	(14.0, 32.0)	(15.0, 36.0)	(16.0, 63.0)	(17.0, 77.0)	(18.0, 183.0)	(19.0, 375.0)	(20.0, 672.0)	(21.0, 1145.0)	(22.0, 1772.0)	(23.0, 2919.0)	(24.0, 4336.0)	(25.0, 6293.0)	(26.0, 7950.0)	(27.0, 10805.0)	(28.0, 13686.0)	(29.0, 18101.0)	(30.0, 23719.0)	(31.0, 32186.0)	(32.0, 44328.0)	(33.0, 68269.0)	(34.0, 118541.0)	(35.0, 274470.0)	(36.0, 665866.0)	(37.0, 23215.0)												
ERR6938743_1	(19.0, 5.0)	(20.0, 14.0)	(21.0, 46.0)	(22.0, 123.0)	(23.0, 383.0)	(24.0, 1090.0)	(25.0, 2497.0)	(26.0, 4729.0)	(27.0, 8053.0)	(28.0, 12739.0)	(29.0, 19152.0)	(30.0, 26149.0)	(31.0, 34539.0)	(32.0, 42850.0)	(33.0, 56085.0)	(34.0, 77475.0)	(35.0, 146183.0)	(36.0, 661249.0)	(37.0, 55723.0)																		
ERR6938743_2	(12.0, 3.0)	(13.0, 12.0)	(14.0, 31.0)	(15.0, 27.0)	(16.0, 52.0)	(17.0, 84.0)	(18.0, 192.0)	(19.0, 389.0)	(20.0, 703.0)	(21.0, 1149.0)	(22.0, 1783.0)	(23.0, 2701.0)	(24.0, 3956.0)	(25.0, 5647.0)	(26.0, 7579.0)	(27.0, 9857.0)	(28.0, 12807.0)	(29.0, 16978.0)	(30.0, 22141.0)	(31.0, 30621.0)	(32.0, 41923.0)	(33.0, 64104.0)	(34.0, 110132.0)	(35.0, 248076.0)	(36.0, 550712.0)	(37.0, 17425.0)											
ERR6938745_1	(17.0, 3.0)	(18.0, 2.0)	(19.0, 2.0)	(20.0, 7.0)	(21.0, 41.0)	(22.0, 155.0)	(23.0, 520.0)	(24.0, 1356.0)	(25.0, 3002.0)	(26.0, 5543.0)	(27.0, 9084.0)	(28.0, 14107.0)	(29.0, 20363.0)	(30.0, 27285.0)	(31.0, 36148.0)	(32.0, 45303.0)	(33.0, 58946.0)	(34.0, 81101.0)	(35.0, 154410.0)	(36.0, 683278.0)	(37.0, 55912.0)																
ERR6938745_2	(13.0, 7.0)	(14.0, 27.0)	(15.0, 31.0)	(16.0, 41.0)	(17.0, 56.0)	(18.0, 95.0)	(19.0, 234.0)	(20.0, 406.0)	(21.0, 773.0)	(22.0, 1352.0)	(23.0, 2440.0)	(24.0, 3671.0)	(25.0, 5185.0)	(26.0, 6642.0)	(27.0, 8805.0)	(28.0, 11534.0)	(29.0, 15134.0)	(30.0, 20114.0)	(31.0, 27256.0)	(32.0, 37450.0)	(33.0, 57046.0)	(34.0, 98527.0)	(35.0, 230650.0)	(36.0, 641257.0)	(37.0, 27835.0)												
ERR6938749_1	(17.0, 1.0)	(18.0, 1.0)	(19.0, 7.0)	(20.0, 13.0)	(21.0, 36.0)	(22.0, 140.0)	(23.0, 435.0)	(24.0, 1245.0)	(25.0, 2688.0)	(26.0, 4709.0)	(27.0, 8065.0)	(28.0, 12708.0)	(29.0, 18452.0)	(30.0, 24863.0)	(31.0, 33317.0)	(32.0, 42067.0)	(33.0, 54572.0)	(34.0, 75145.0)	(35.0, 141707.0)	(36.0, 641965.0)	(37.0, 53517.0)																
ERR6938749_2	(12.0, 1.0)	(13.0, 4.0)	(14.0, 17.0)	(15.0, 34.0)	(16.0, 37.0)	(17.0, 46.0)	(18.0, 124.0)	(19.0, 248.0)	(20.0, 457.0)	(21.0, 746.0)	(22.0, 1227.0)	(23.0, 2046.0)	(24.0, 3180.0)	(25.0, 4555.0)	(26.0, 5899.0)	(27.0, 7963.0)	(28.0, 10388.0)	(29.0, 14161.0)	(30.0, 18267.0)	(31.0, 25226.0)	(32.0, 34502.0)	(33.0, 53631.0)	(34.0, 91967.0)	(35.0, 218934.0)	(36.0, 596803.0)	(37.0, 25190.0)											
ERR6938913_1	(15.0, 1.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 1.0)	(19.0, 1.0)	(20.0, 13.0)	(21.0, 22.0)	(22.0, 83.0)	(23.0, 216.0)	(24.0, 624.0)	(25.0, 1273.0)	(26.0, 2285.0)	(27.0, 3875.0)	(28.0, 5738.0)	(29.0, 8421.0)	(30.0, 11264.0)	(31.0, 14902.0)	(32.0, 18887.0)	(33.0, 24326.0)	(34.0, 34130.0)	(35.0, 63921.0)	(36.0, 293274.0)	(37.0, 25294.0)														
ERR6938913_2	(13.0, 7.0)	(14.0, 19.0)	(15.0, 21.0)	(16.0, 34.0)	(17.0, 39.0)	(18.0, 60.0)	(19.0, 119.0)	(20.0, 223.0)	(21.0, 374.0)	(22.0, 640.0)	(23.0, 1150.0)	(24.0, 1805.0)	(25.0, 2561.0)	(26.0, 3063.0)	(27.0, 4000.0)	(28.0, 5249.0)	(29.0, 7082.0)	(30.0, 9229.0)	(31.0, 12393.0)	(32.0, 17044.0)	(33.0, 26315.0)	(34.0, 45917.0)	(35.0, 106936.0)	(36.0, 256401.0)	(37.0, 7870.0)												
ERR6938928_1	(18.0, 1.0)	(19.0, 9.0)	(20.0, 18.0)	(21.0, 47.0)	(22.0, 180.0)	(23.0, 631.0)	(24.0, 1511.0)	(25.0, 3203.0)	(26.0, 5546.0)	(27.0, 8853.0)	(28.0, 13285.0)	(29.0, 19023.0)	(30.0, 25517.0)	(31.0, 33938.0)	(32.0, 42304.0)	(33.0, 55192.0)	(34.0, 77163.0)	(35.0, 147536.0)	(36.0, 660094.0)	(37.0, 53626.0)																	
ERR6938928_2	(12.0, 8.0)	(13.0, 16.0)	(14.0, 46.0)	(15.0, 49.0)	(16.0, 52.0)	(17.0, 88.0)	(18.0, 156.0)	(19.0, 322.0)	(20.0, 617.0)	(21.0, 1083.0)	(22.0, 1822.0)	(23.0, 3101.0)	(24.0, 4478.0)	(25.0, 6362.0)	(26.0, 8005.0)	(27.0, 10493.0)	(28.0, 13334.0)	(29.0, 17522.0)	(30.0, 22844.0)	(31.0, 30443.0)	(32.0, 41935.0)	(33.0, 64448.0)	(34.0, 110169.0)	(35.0, 249963.0)	(36.0, 544686.0)	(37.0, 15635.0)											
ERR6938929_1	(18.0, 3.0)	(19.0, 8.0)	(20.0, 20.0)	(21.0, 74.0)	(22.0, 213.0)	(23.0, 659.0)	(24.0, 1737.0)	(25.0, 3879.0)	(26.0, 6920.0)	(27.0, 11493.0)	(28.0, 17184.0)	(29.0, 25317.0)	(30.0, 34096.0)	(31.0, 44772.0)	(32.0, 56203.0)	(33.0, 73709.0)	(34.0, 102167.0)	(35.0, 193506.0)	(36.0, 874989.0)	(37.0, 71097.0)																	
ERR6938929_2	(11.0, 1.0)	(12.0, 9.0)	(13.0, 45.0)	(14.0, 48.0)	(15.0, 45.0)	(16.0, 68.0)	(17.0, 88.0)	(18.0, 219.0)	(19.0, 469.0)	(20.0, 827.0)	(21.0, 1399.0)	(22.0, 2129.0)	(23.0, 3487.0)	(24.0, 5035.0)	(25.0, 7149.0)	(26.0, 9375.0)	(27.0, 12107.0)	(28.0, 15601.0)	(29.0, 20424.0)	(30.0, 26765.0)	(31.0, 36708.0)	(32.0, 49984.0)	(33.0, 77702.0)	(34.0, 134201.0)	(35.0, 316426.0)	(36.0, 773044.0)	(37.0, 24691.0)										
ERR6938931_1	(18.0, 1.0)	(19.0, 14.0)	(20.0, 25.0)	(21.0, 65.0)	(22.0, 193.0)	(23.0, 661.0)	(24.0, 1734.0)	(25.0, 3864.0)	(26.0, 6906.0)	(27.0, 11689.0)	(28.0, 17830.0)	(29.0, 26294.0)	(30.0, 35726.0)	(31.0, 46956.0)	(32.0, 59029.0)	(33.0, 76784.0)	(34.0, 105782.0)	(35.0, 200856.0)	(36.0, 915922.0)	(37.0, 75777.0)																	
ERR6938931_2	(13.0, 10.0)	(14.0, 23.0)	(15.0, 32.0)	(16.0, 63.0)	(17.0, 95.0)	(18.0, 182.0)	(19.0, 423.0)	(20.0, 736.0)	(21.0, 1296.0)	(22.0, 2069.0)	(23.0, 3583.0)	(24.0, 5325.0)	(25.0, 7951.0)	(26.0, 10348.0)	(27.0, 13966.0)	(28.0, 18015.0)	(29.0, 24071.0)	(30.0, 31332.0)	(31.0, 42789.0)	(32.0, 58521.0)	(33.0, 90285.0)	(34.0, 154068.0)	(35.0, 348841.0)	(36.0, 751366.0)	(37.0, 20718.0)												
ERR7226293_1	(16.0, 2.0)	(17.0, 2.0)	(18.0, 3.0)	(19.0, 6.0)	(20.0, 14.0)	(21.0, 52.0)	(22.0, 111.0)	(23.0, 212.0)	(24.0, 471.0)	(25.0, 1034.0)	(26.0, 1987.0)	(27.0, 3512.0)	(28.0, 5519.0)	(29.0, 8469.0)	(30.0, 11662.0)	(31.0, 15770.0)	(32.0, 19993.0)	(33.0, 26754.0)	(34.0, 37993.0)	(35.0, 75441.0)	(36.0, 586904.0)	(37.0, 98090.0)															
ERR7226293_2	(12.0, 5.0)	(13.0, 22.0)	(14.0, 33.0)	(15.0, 27.0)	(16.0, 29.0)	(17.0, 26.0)	(18.0, 102.0)	(19.0, 160.0)	(20.0, 289.0)	(21.0, 407.0)	(22.0, 622.0)	(23.0, 957.0)	(24.0, 1311.0)	(25.0, 1753.0)	(26.0, 2352.0)	(27.0, 3191.0)	(28.0, 4260.0)	(29.0, 5768.0)	(30.0, 7756.0)	(31.0, 11285.0)	(32.0, 16145.0)	(33.0, 26155.0)	(34.0, 48174.0)	(35.0, 125300.0)	(36.0, 578772.0)	(37.0, 59100.0)											
ERR7226295_1	(17.0, 1.0)	(18.0, 2.0)	(19.0, 28.0)	(20.0, 57.0)	(21.0, 138.0)	(22.0, 203.0)	(23.0, 412.0)	(24.0, 709.0)	(25.0, 1377.0)	(26.0, 2268.0)	(27.0, 3991.0)	(28.0, 6234.0)	(29.0, 9126.0)	(30.0, 12427.0)	(31.0, 16400.0)	(32.0, 20345.0)	(33.0, 26844.0)	(34.0, 38914.0)	(35.0, 80094.0)	(36.0, 624893.0)	(37.0, 96081.0)																
