Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
SRR25445085_1	(1.0, 20.098371375452633)	(2.0, 13.89335698985891)	(3.0, 10.980958452270587)	(4.0, 8.748450521836542)	(5.0, 7.107344404837228)	(6.0, 5.8345849229630415)	(7.0, 4.889646631512113)	(8.0, 4.015876807569813)	(9.0, 3.2518867992175426)	('>10', 19.845965893249545)	('>50', 0.7484782348589543)	('>100', 0.5151327725045737)	('>500', 0.06994619386852602)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445085_2	(1.0, 21.436038523151506)	(2.0, 13.885544333517089)	(3.0, 11.007910971014388)	(4.0, 8.671959207533982)	(5.0, 6.975334836317892)	(6.0, 5.678312109736662)	(7.0, 4.799584931820184)	(8.0, 3.9357370630005106)	(9.0, 3.3278606801098216)	('>10', 18.970767006368813)	('>50', 0.7241844369276763)	('>100', 0.44741712184892135)	('>500', 0.06558188428398383)	('>1k', 0.07376689436847979)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445086_1	(1.0, 20.501394284050527)	(2.0, 14.373612760055776)	(3.0, 11.352798813200717)	(4.0, 8.877187708139884)	(5.0, 7.047207400478489)	(6.0, 5.813997823052638)	(7.0, 4.737332794286535)	(8.0, 3.9807229367179473)	(9.0, 3.286744983907962)	('>10', 18.955568515020506)	('>50', 0.61426764851897)	('>100', 0.3893432535913813)	('>500', 0.06982107897865383)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445086_2	(1.0, 22.298833808771377)	(2.0, 14.491333732229588)	(3.0, 11.066261309949889)	(4.0, 8.826204310217786)	(5.0, 7.0368989228759835)	(6.0, 5.632099616100432)	(7.0, 4.61557530856604)	(8.0, 3.871202003736024)	(9.0, 3.1330986187508)	('>10', 17.92249844558491)	('>50', 0.6172718482497169)	('>100', 0.3758083276754307)	('>500', 0.04216959647612204)	('>1k', 0.07074415081597007)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445087_1	(1.0, 21.70170453451688)	(2.0, 14.714842706285486)	(3.0, 11.481549433478966)	(4.0, 8.96949521348183)	(5.0, 7.274547268717104)	(6.0, 5.754258830139116)	(7.0, 4.600756122577969)	(8.0, 3.7399822307682817)	(9.0, 3.14361732745771)	('>10', 17.419897959620698)	('>50', 0.6865817635665238)	('>100', 0.44361799046112704)	('>500', 0.06914861892808766)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445087_2	(1.0, 23.692875144466306)	(2.0, 14.612050318567524)	(3.0, 11.294662673887217)	(4.0, 8.720919562057174)	(5.0, 7.099255523640581)	(6.0, 5.660628412397877)	(7.0, 4.4762344039779505)	(8.0, 3.7043670877444477)	(9.0, 2.9902831688512643)	('>10', 16.500605357527974)	('>50', 0.7076832046075459)	('>100', 0.4044126856938104)	('>500', 0.054642266528590736)	('>1k', 0.08138019005161216)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445088_1	(1.0, 18.925075937202756)	(2.0, 13.404149235929411)	(3.0, 10.702795788487908)	(4.0, 8.599484692266417)	(5.0, 7.230292026911607)	(6.0, 5.7338745937078075)	(7.0, 4.811100468118621)	(8.0, 4.127373119210115)	(9.0, 3.4664113184292513)	('>10', 21.42429573957815)	('>50', 0.9007836605842305)	('>100', 0.6028387020396714)	('>500', 0.07152471753412348)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445088_2	(1.0, 21.12230924056539)	(2.0, 13.599908910988196)	(3.0, 10.477386142185418)	(4.0, 8.55516058390302)	(5.0, 7.029748285746747)	(6.0, 5.648954121087253)	(7.0, 4.8182912745938795)	(8.0, 3.912415313597864)	(9.0, 3.227404679728523)	('>10', 20.08507977741135)	('>50', 0.8329487131180782)	('>100', 0.5470827481757358)	('>500', 0.06815534945847035)	('>1k', 0.075154859440088)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445089_1	(1.0, 19.982926604794912)	(2.0, 13.622096629919106)	(3.0, 10.953891305893876)	(4.0, 8.449179870817556)	(5.0, 7.107499695221886)	(6.0, 5.767395056540528)	(7.0, 4.886398765076459)	(8.0, 4.046085196583522)	(9.0, 3.381055755387336)	('>10', 20.467357523276032)	('>50', 0.7556938846794573)	('>100', 0.5161601380791527)	('>500', 0.06425957373009691)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445089_2	(1.0, 21.71534208700563)	(2.0, 13.550774216982756)	(3.0, 10.636899025424455)	(4.0, 8.603168765637355)	(5.0, 6.983781171212625)	(6.0, 5.674306453774591)	(7.0, 4.734240024433068)	(8.0, 3.9007707136274514)	(9.0, 3.2626129219948954)	('>10', 19.618798436158354)	('>50', 0.7015582881380741)	('>100', 0.48508969526418905)	('>500', 0.06276892519721432)	('>1k', 0.06988927514927332)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445090_1	(1.0, 21.42041513274165)	(2.0, 15.049074940876817)	(3.0, 11.579294899468055)	(4.0, 9.036110087448543)	(5.0, 7.190707401149203)	(6.0, 5.869695458418887)	(7.0, 4.702842558924909)	(8.0, 3.7858829069391593)	(9.0, 3.1370579828327525)	('>10', 17.08248444127804)	('>50', 0.7203021501317117)	('>100', 0.3681649172088977)	('>500', 0.05796712258143246)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445090_2	(1.0, 23.38706627708067)	(2.0, 14.905259517860856)	(3.0, 11.348009811270718)	(4.0, 9.08591807237777)	(5.0, 7.017534635766368)	(6.0, 5.742723750964396)	(7.0, 4.516155363019811)	(8.0, 3.7491151201976223)	(9.0, 2.935363534356125)	('>10', 16.188355341456145)	('>50', 0.6308626810053168)	('>100', 0.36569420032196776)	('>500', 0.05756907250021961)	('>1k', 0.07037262182206072)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445091_1	(1.0, 20.767003310760526)	(2.0, 13.884181458720505)	(3.0, 10.87180320777909)	(4.0, 8.857183242603615)	(5.0, 7.137365894339416)	(6.0, 5.741247153416055)	(7.0, 4.88366472337637)	(8.0, 3.8575836703986974)	(9.0, 3.252922439150379)	('>10', 19.442795967174163)	('>50', 0.8078481085902752)	('>100', 0.43025502290086354)	('>500', 0.06614580079011918)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445091_2	(1.0, 21.214709687082244)	(2.0, 14.037739979582412)	(3.0, 10.980348144098642)	(4.0, 8.790826129648641)	(5.0, 7.092955329782711)	(6.0, 5.699566993682932)	(7.0, 4.793778151987631)	(8.0, 3.883091447058689)	(9.0, 3.2567821808304545)	('>10', 18.9394792689848)	('>50', 0.7596751108350869)	('>100', 0.40341705297464203)	('>500', 0.06494129583506543)	('>1k', 0.0826892276160771)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445092_1	(1.0, 19.43548549702101)	(2.0, 13.379027934287624)	(3.0, 10.65755940954251)	(4.0, 8.649116370378238)	(5.0, 7.058268260455168)	(6.0, 5.973790758037159)	(7.0, 5.039948223951117)	(8.0, 4.034094128146071)	(9.0, 3.408061287307477)	('>10', 21.231090829898825)	('>50', 0.6192643497298878)	('>100', 0.4458637494116854)	('>500', 0.06842920183344313)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445092_2	(1.0, 20.59300025678189)	(2.0, 13.42661551939927)	(3.0, 10.526959217654165)	(4.0, 8.50667059615946)	(5.0, 7.095763427092072)	(6.0, 5.855907229380839)	(7.0, 4.692583442814862)	(8.0, 4.027649322521299)	(9.0, 3.3990032365953238)	('>10', 20.71759708257828)	('>50', 0.6079279894180882)	('>100', 0.4109113242738883)	('>500', 0.06428971060212972)	('>1k', 0.0751216447283664)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445093_1	(1.0, 28.936167492309384)	(2.0, 16.525036113212867)	(3.0, 11.735400210281723)	(4.0, 9.080236061707891)	(5.0, 6.723309116795161)	(6.0, 5.117178146188024)	(7.0, 4.035220162545836)	(8.0, 3.1800810805555613)	(9.0, 2.4842756584895263)	('>10', 11.519533144409186)	('>50', 0.41462605059720936)	('>100', 0.23308618842604145)	('>500', 0.015850574481523598)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445093_2	(1.0, 28.998852761993664)	(2.0, 16.2496730718044)	(3.0, 11.669052122940952)	(4.0, 8.984185401361234)	(5.0, 6.69849704883521)	(6.0, 5.327066957342407)	(7.0, 4.01977208767366)	(8.0, 3.130845492989689)	(9.0, 2.5443770408276793)	('>10', 11.591116256735104)	('>50', 0.44776174298325566)	('>100', 0.2275203548511739)	('>500', 0.03148739486483696)	('>1k', 0.07979226479677223)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445094_1	(1.0, 21.204028617265944)	(2.0, 14.802796190492181)	(3.0, 11.371106157204318)	(4.0, 9.029040723707116)	(5.0, 7.247939521080611)	(6.0, 5.6815080984337)	(7.0, 4.8510317997111345)	(8.0, 3.7830033455736967)	(9.0, 3.200251362327786)	('>10', 17.833381745404544)	('>50', 0.6643029892652296)	('>100', 0.3025755831112538)	('>500', 0.02903386642271442)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445094_2	(1.0, 23.36643068834836)	(2.0, 14.795072288108472)	(3.0, 11.393742811436235)	(4.0, 8.797856307169317)	(5.0, 7.028193767045954)	(6.0, 5.630736716510413)	(7.0, 4.457496943201173)	(8.0, 3.7489126823334744)	(9.0, 3.0613344698640765)	('>10', 16.74061772640278)	('>50', 0.6388878324882769)	('>100', 0.25805890528324715)	('>500', 0.025945822873595297)	('>1k', 0.05671303893459163)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445095_1	(1.0, 26.562935252665188)	(2.0, 17.312951003017847)	(3.0, 12.643089812268348)	(4.0, 9.416877270055934)	(5.0, 7.132153570431364)	(6.0, 5.385488200840975)	(7.0, 4.117394419548981)	(8.0, 3.251934934275897)	(9.0, 2.432732944324364)	('>10', 10.916155106864956)	('>50', 0.5346940488424764)	('>100', 0.25741784632705794)	('>500', 0.036175590536636604)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445095_2	(1.0, 31.795403938975742)	(2.0, 16.52936426216025)	(3.0, 12.042399372070472)	(4.0, 8.887554597726421)	(5.0, 6.5904234899497105)	(6.0, 4.8510870436755305)	(7.0, 3.773955931472138)	(8.0, 2.912800920991264)	(9.0, 2.2533277391611555)	('>10', 9.593542459273397)	('>50', 0.44615881917672917)	('>100', 0.25056060628260646)	('>500', 0.0)	('>1k', 0.0734208190846323)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445096_1	(1.0, 21.353092768782535)	(2.0, 14.637199805589571)	(3.0, 11.503717262454566)	(4.0, 8.910113386346342)	(5.0, 7.072574157642675)	(6.0, 5.693566535768338)	(7.0, 4.819427641610229)	(8.0, 3.797026825388974)	(9.0, 3.1915236515268286)	('>10', 17.72170729629138)	('>50', 0.7826358468458681)	('>100', 0.4602241638124868)	('>500', 0.05719065794022059)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445096_2	(1.0, 23.28186233106374)	(2.0, 14.603239933216694)	(3.0, 11.31399629404768)	(4.0, 8.794802118333365)	(5.0, 7.0742773645647965)	(6.0, 5.633590089063086)	(7.0, 4.707741720868552)	(8.0, 3.597381073221294)	(9.0, 3.0438583135234265)	('>10', 16.664194449680576)	('>50', 0.7268582953843095)	('>100', 0.4165522102631647)	('>500', 0.05679293612394484)	('>1k', 0.08485287064533809)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445097_1	(1.0, 27.23263358790647)	(2.0, 17.456006647703088)	(3.0, 12.915493582994836)	(4.0, 9.364114792632456)	(5.0, 7.076486043012954)	(6.0, 5.487466594218047)	(7.0, 4.041467442505048)	(8.0, 3.0428832062089395)	(9.0, 2.418015614498453)	('>10', 10.298484983595744)	('>50', 0.4174608561421808)	('>100', 0.2320154158039146)	('>500', 0.017471232777908782)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445097_2	(1.0, 29.24199094704764)	(2.0, 17.545550896792186)	(3.0, 12.312000712906592)	(4.0, 9.170661162132212)	(5.0, 6.813658329940457)	(6.0, 5.199885302815634)	(7.0, 3.9534957485808584)	(8.0, 2.9706012871064327)	(9.0, 2.3258212723170546)	('>10', 9.745844288081367)	('>50', 0.3973145835680951)	('>100', 0.24129355736394556)	('>500', 0.0)	('>1k', 0.08188191134752415)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445098_1	(1.0, 25.266988066993264)	(2.0, 16.76873142351759)	(3.0, 12.5303739145948)	(4.0, 9.550472228352755)	(5.0, 7.1038801268479626)	(6.0, 5.527754543718707)	(7.0, 4.327883716711242)	(8.0, 3.2941970074048856)	(9.0, 2.6789965887740714)	('>10', 12.207145798890126)	('>50', 0.47074892815266445)	('>100', 0.2541788844302664)	('>500', 0.018648771611647453)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445098_2	(1.0, 26.96729016631868)	(2.0, 16.546824017426125)	(3.0, 12.177185172469212)	(4.0, 9.06338988472867)	(5.0, 7.069639038555964)	(6.0, 5.379036543146493)	(7.0, 4.252349952497609)	(8.0, 3.1796023996286817)	(9.0, 2.602762100563815)	('>10', 11.964367467731119)	('>50', 0.4616534921009814)	('>100', 0.24598038910793457)	('>500', 0.016460035885254205)	('>1k', 0.07345933983946457)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445099_1	(1.0, 19.412482772453487)	(2.0, 13.918098717106378)	(3.0, 10.949737679077707)	(4.0, 8.76320512755189)	(5.0, 7.1835901265398805)	(6.0, 6.0116043807110575)	(7.0, 4.809767244163963)	(8.0, 4.029212066731107)	(9.0, 3.368358930996059)	('>10', 20.38824724013756)	('>50', 0.6673778475310597)	('>100', 0.44126509388771656)	('>500', 0.05705277311213961)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445099_2	(1.0, 21.20442065887986)	(2.0, 13.861956319247302)	(3.0, 10.80171447782355)	(4.0, 8.612358534100471)	(5.0, 6.94844761566377)	(6.0, 5.736884283710356)	(7.0, 4.816396514680708)	(8.0, 4.024332199052007)	(9.0, 3.2245907092757133)	('>10', 19.59379472559545)	('>50', 0.6405990815018225)	('>100', 0.4110858645256405)	('>500', 0.05565467721640925)	('>1k', 0.06776433872698415)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445100_1	(1.0, 21.35471026254399)	(2.0, 14.63351341838408)	(3.0, 11.546281260467905)	(4.0, 9.099383855642609)	(5.0, 7.109135113058215)	(6.0, 5.6887036234817305)	(7.0, 4.715549249966556)	(8.0, 3.865027151415811)	(9.0, 3.101786344325997)	('>10', 17.835205454422493)	('>50', 0.6132202643383504)	('>100', 0.3665068990802037)	('>500', 0.07097710287207026)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445100_2	(1.0, 24.374064488900355)	(2.0, 14.493663754349253)	(3.0, 11.134901066990562)	(4.0, 8.814926546106964)	(5.0, 6.907443159863595)	(6.0, 5.684472106860569)	(7.0, 4.511694690734333)	(8.0, 3.6688370676196005)	(9.0, 2.9056496779684404)	('>10', 16.41945273736372)	('>50', 0.5934655173870025)	('>100', 0.3419697909248188)	('>500', 0.06723946912821704)	('>1k', 0.08221992580257341)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445101_1	(1.0, 26.67527017566457)	(2.0, 16.88286720316003)	(3.0, 12.469009706623883)	(4.0, 9.37858484103884)	(5.0, 7.13718623506336)	(6.0, 5.5084041675685125)	(7.0, 4.293473758894869)	(8.0, 3.2910396777135142)	(9.0, 2.5426909236769757)	('>10', 11.1861778886364)	('>50', 0.3536438636769802)	('>100', 0.24746930455735)	('>500', 0.03418225372474272)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445101_2	(1.0, 27.854454160240433)	(2.0, 16.595006626552912)	(3.0, 12.197696973132738)	(4.0, 9.146228984681)	(5.0, 7.11844864999593)	(6.0, 5.30501214570334)	(7.0, 4.10854239711278)	(8.0, 3.247232627317927)	(9.0, 2.6222485470040873)	('>10', 11.078682443097396)	('>50', 0.36229272215374764)	('>100', 0.2452336178789313)	('>500', 0.03677873323527297)	('>1k', 0.08214137189350011)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445102_1	(1.0, 22.72378224858227)	(2.0, 15.410060756639199)	(3.0, 11.51585168740996)	(4.0, 9.180646757179014)	(5.0, 7.198198177075422)	(6.0, 5.726706127354948)	(7.0, 4.5120218007697686)	(8.0, 3.670531417993687)	(9.0, 3.040743265453434)	('>10', 16.080414782490607)	('>50', 0.5414409257195315)	('>100', 0.3440369092671914)	('>500', 0.05556514406505525)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445102_2	(1.0, 25.265924786266154)	(2.0, 15.197130862493182)	(3.0, 11.40509305260898)	(4.0, 8.778150723250791)	(5.0, 6.891256733086397)	(6.0, 5.56436009835977)	(7.0, 4.460947194630647)	(8.0, 3.5571045747449475)	(9.0, 2.914053605622877)	('>10', 14.997896386797219)	('>50', 0.49698188809227123)	('>100', 0.34474927438393155)	('>500', 0.041552558783588614)	('>1k', 0.08479826087924196)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445103_1	(1.0, 24.749092788398922)	(2.0, 16.16387554196884)	(3.0, 12.353087554883015)	(4.0, 9.35951726417236)	(5.0, 7.264068485617529)	(6.0, 5.558355924540401)	(7.0, 4.343924905337699)	(8.0, 3.5411382157232554)	(9.0, 2.766882704066316)	('>10', 13.244767745482738)	('>50', 0.43789732410825216)	('>100', 0.21739154570065877)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445103_2	(1.0, 26.62934465248631)	(2.0, 15.969915243738972)	(3.0, 12.011514610954926)	(4.0, 9.097077484003938)	(5.0, 6.977923404695701)	(6.0, 5.437977757116786)	(7.0, 4.360401761732187)	(8.0, 3.3444736008035667)	(9.0, 2.808235933424785)	('>10', 12.641798566115487)	('>50', 0.4329035467764571)	('>100', 0.209207525032856)	('>500', 0.0)	('>1k', 0.07922591311797259)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445104_1	(1.0, 20.27292514808557)	(2.0, 12.869253863145644)	(3.0, 10.256767432846337)	(4.0, 8.432720681809988)	(5.0, 6.853293842573571)	(6.0, 5.770962871741351)	(7.0, 4.884336193095194)	(8.0, 4.029706964592447)	(9.0, 3.4703192854926423)	('>10', 22.099485030243322)	('>50', 0.6578219882131942)	('>100', 0.3570946277967727)	('>500', 0.045312070364005086)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445104_2	(1.0, 19.111519603574333)	(2.0, 12.966187941800897)	(3.0, 10.247287419353695)	(4.0, 8.513406598011299)	(5.0, 6.933970656531441)	(6.0, 5.864148865678654)	(7.0, 4.757072571068399)	(8.0, 4.097860786820015)	(9.0, 3.5100092015520556)	('>10', 22.789381330492645)	('>50', 0.7142933648959912)	('>100', 0.36292583763898384)	('>500', 0.05640931406351818)	('>1k', 0.07552650851806737)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445105_1	(1.0, 22.852246749330902)	(2.0, 15.112902917723748)	(3.0, 11.572193332080907)	(4.0, 9.234044276193117)	(5.0, 7.31180881845625)	(6.0, 5.693929516057725)	(7.0, 4.6662757231466605)	(8.0, 3.7701854589979824)	(9.0, 3.0339618755960984)	('>10', 16.08310779887668)	('>50', 0.4976673714460641)	('>100', 0.17167616209390457)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445105_2	(1.0, 25.704949095876046)	(2.0, 14.787150509086594)	(3.0, 11.513203433749338)	(4.0, 8.805831688446105)	(5.0, 7.087785883523394)	(6.0, 5.615711567279943)	(7.0, 4.4728294148797945)	(8.0, 3.580460907632167)	(9.0, 2.828794310962553)	('>10', 14.919432627046882)	('>50', 0.4521569702229761)	('>100', 0.15735881172404126)	('>500', 0.0)	('>1k', 0.07433477957016485)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445106_1	(1.0, 19.672718113854117)	(2.0, 13.880780514324286)	(3.0, 11.052953181260808)	(4.0, 8.849653728872568)	(5.0, 7.114949274333776)	(6.0, 5.881916897223976)	(7.0, 4.878042697596604)	(8.0, 3.9958616242347422)	(9.0, 3.363361103703392)	('>10', 20.219729380586262)	('>50', 0.716670156756122)	('>100', 0.3472463830454637)	('>500', 0.026116944207893563)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445106_2	(1.0, 20.69718501771815)	(2.0, 13.91390003759179)	(3.0, 10.961892642438448)	(4.0, 8.911533640281585)	(5.0, 7.039739774234093)	(6.0, 5.810372469687439)	(7.0, 4.8015025266358276)	(8.0, 3.9886795698129425)	(9.0, 3.282319719225769)	('>10', 19.450914181262156)	('>50', 0.7019464258415353)	('>100', 0.35144413675629704)	('>500', 0.02472066009844985)	('>1k', 0.06384919841559727)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445107_1	(1.0, 20.054212171096005)	(2.0, 13.814342478402766)	(3.0, 10.9810644472488)	(4.0, 8.900928322338885)	(5.0, 7.077737110844508)	(6.0, 5.968867528776638)	(7.0, 4.745394871298841)	(8.0, 3.9532669259231246)	(9.0, 3.3617450716041533)	('>10', 20.133042836201355)	('>50', 0.609136331672499)	('>100', 0.354322212085379)	('>500', 0.04593969250685232)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445107_2	(1.0, 23.27404345988379)	(2.0, 13.567670432410555)	(3.0, 10.625102003931824)	(4.0, 8.637692443907707)	(5.0, 6.914728722424228)	(6.0, 5.6597406647677895)	(7.0, 4.686431729703109)	(8.0, 3.8854520797723073)	(9.0, 3.2186598808278317)	('>10', 18.533524753693)	('>50', 0.5750558110887161)	('>100', 0.31156455317737497)	('>500', 0.03640325872312137)	('>1k', 0.07393020568871532)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445108_1	(1.0, 25.996601876998177)	(2.0, 16.99018217159276)	(3.0, 12.462486733345274)	(4.0, 9.183412171571899)	(5.0, 6.95796901081497)	(6.0, 5.4437300293804745)	(7.0, 4.283693155591263)	(8.0, 3.32220853101456)	(9.0, 2.652435719608146)	('>10', 12.096004988663466)	('>50', 0.40946500122554763)	('>100', 0.20181061019347657)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445108_2	(1.0, 54.09142366632137)	(2.0, 13.861539248642165)	(3.0, 8.952370660829551)	(4.0, 6.108911110283711)	(5.0, 4.28232682242576)	(6.0, 3.0018865532422696)	(7.0, 2.1868594893072464)	(8.0, 1.6316383866720536)	(9.0, 1.2192025596236498)	('>10', 4.3421501000736065)	('>50', 0.16003698485236106)	('>100', 0.08394943361495553)	('>500', 0.0)	('>1k', 0.0777049841112675)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445109_1	(1.0, 19.852436374990564)	(2.0, 13.59620986827148)	(3.0, 10.772112492402353)	(4.0, 8.689387168332216)	(5.0, 7.022958827545038)	(6.0, 5.921993786189083)	(7.0, 4.861125267074194)	(8.0, 4.094605357789716)	(9.0, 3.4753468907371494)	('>10', 20.62642942483127)	('>50', 0.660561806344626)	('>100', 0.3897910915783849)	('>500', 0.037041643913990535)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445109_2	(1.0, 20.485368363313434)	(2.0, 13.746578091469233)	(3.0, 10.745416371316592)	(4.0, 8.842628811643939)	(5.0, 7.109551690754082)	(6.0, 5.698500230625516)	(7.0, 4.868418995246174)	(8.0, 4.017139048273726)	(9.0, 3.313540753535417)	('>10', 20.029190143990878)	('>50', 0.6796983001540252)	('>100', 0.3583440639390248)	('>500', 0.03725021262227853)	('>1k', 0.06837492311553316)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445110_1	(1.0, 22.998007971782265)	(2.0, 15.5894848791581)	(3.0, 11.697729994436285)	(4.0, 9.166432140981426)	(5.0, 7.147237845859232)	(6.0, 5.674308062436276)	(7.0, 4.564556430337924)	(8.0, 3.6101565740982244)	(9.0, 2.9423743340678192)	('>10', 15.600575581264655)	('>50', 0.6701427728090693)	('>100', 0.3251778987026434)	('>500', 0.013815514066099308)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445110_2	(1.0, 25.030730355416807)	(2.0, 15.327099538664287)	(3.0, 11.63222496484269)	(4.0, 8.893304066093355)	(5.0, 7.0063499013765576)	(6.0, 5.560355879566173)	(7.0, 4.508145388134569)	(8.0, 3.584491476756752)	(9.0, 2.731538403705664)	('>10', 14.781705924074837)	('>50', 0.5927706670721332)	('>100', 0.270491215173666)	('>500', 0.013447475674541432)	('>1k', 0.06734474344795299)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445111_1	(1.0, 17.922358554405616)	(2.0, 12.575515865119161)	(3.0, 10.261867921681219)	(4.0, 8.449606962567781)	(5.0, 6.907715074168168)	(6.0, 5.865010993576053)	(7.0, 4.831971709364626)	(8.0, 4.075092927621256)	(9.0, 3.5325193155250263)	('>10', 24.016044752432762)	('>50', 0.9042393526829822)	('>100', 0.5949895572927445)	('>500', 0.06306701356265366)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445111_2	(1.0, 19.82053580343323)	(2.0, 12.574701709180017)	(3.0, 10.033965975160221)	(4.0, 8.280973535154704)	(5.0, 6.846999997462346)	(6.0, 5.624165901632142)	(7.0, 4.840877903852854)	(8.0, 4.0856940571635905)	(9.0, 3.3850204747601267)	('>10', 22.925016001066457)	('>50', 0.8908689999174093)	('>100', 0.5553521935057734)	('>500', 0.06018249362985744)	('>1k', 0.07564495408127313)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445112_1	(1.0, 23.073085046983454)	(2.0, 15.290251567436028)	(3.0, 11.600651861246707)	(4.0, 9.207503966941493)	(5.0, 7.34102594919159)	(6.0, 5.712992103387057)	(7.0, 4.592805649136214)	(8.0, 3.7156139856351618)	(9.0, 3.000713312827651)	('>10', 15.567124452932207)	('>50', 0.5451736319583883)	('>100', 0.321750690332036)	('>500', 0.03130778199199562)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445112_2	(1.0, 23.748809157840096)	(2.0, 15.398573324295203)	(3.0, 11.876626346777073)	(4.0, 9.009680803298988)	(5.0, 7.15988882281246)	(6.0, 5.60561443964676)	(7.0, 4.5034857731051)	(8.0, 3.6409325174040235)	(9.0, 2.9286658564304475)	('>10', 15.214911917461315)	('>50', 0.49325404106277443)	('>100', 0.31161824989514797)	('>500', 0.02885983144635356)	('>1k', 0.07907891852425968)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445113_1	(1.0, 26.604670577258915)	(2.0, 16.633546903906822)	(3.0, 12.272439687417002)	(4.0, 9.305279884670323)	(5.0, 7.018240525398986)	(6.0, 5.466302260287105)	(7.0, 4.206159581068367)	(8.0, 3.4364384526996403)	(9.0, 2.6919042175390717)	('>10', 11.687053001853172)	('>50', 0.39300308283877156)	('>100', 0.2682348782516009)	('>500', 0.01672694681026732)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR25445113_2	(1.0, 30.426585756848894)	(2.0, 16.123501564429166)	(3.0, 11.781336949377422)	(4.0, 8.803308979738862)	(5.0, 6.679433915131179)	(6.0, 5.124383762961823)	(7.0, 4.0098788865879875)	(8.0, 3.152010400632043)	(9.0, 2.4430576270866755)	('>10', 10.760456237489331)	('>50', 0.34396624579176865)	('>100', 0.24994365821305303)	('>500', 0.033916500960092695)	('>1k', 0.06821951475163943)	('>5k', 0.0)	('>10k+', 0.0)
