Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
ERR4783195_2	(1.0, 85.07106041064067)	(2.0, 11.848871975485324)	(3.0, 2.2847325058423174)	(4.0, 0.4821850305041234)	(5.0, 0.1417240297633514)	(6.0, 0.07816466774479355)	(7.0, 0.027685788526147403)	(8.0, 0.010820843579982448)	(9.0, 0.009823736288466816)	('>10', 0.01077779547138889)	('>50', 0.0)	('>100', 0.03415321615342456)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783200_1	(1.0, 85.25045118267148)	(2.0, 12.140103815029388)	(3.0, 2.06774281691787)	(4.0, 0.4082820930955363)	(5.0, 0.08821802026591193)	(6.0, 0.02212251352067225)	(7.0, 0.010297366885695958)	(8.0, 0.007812132313251708)	(9.0, 0.004970059300187864)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783200_2	(1.0, 86.35569251454014)	(2.0, 11.275255065058113)	(3.0, 1.8512038830535809)	(4.0, 0.38723325354741683)	(5.0, 0.08937039701755033)	(6.0, 0.0206944002878489)	(7.0, 0.007335190435842884)	(8.0, 0.004672131530935506)	(9.0, 0.0049516637411979)	('>10', 0.003591500787359388)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783203_1	(1.0, 83.60246349171287)	(2.0, 12.941921849852703)	(3.0, 2.549208302182922)	(4.0, 0.5378372318527584)	(5.0, 0.2071831662066858)	(6.0, 0.0844179350983198)	(7.0, 0.03898286954380273)	(8.0, 0.026418450777571788)	(9.0, 0.006181275047474288)	('>10', 0.005385427724881479)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783203_2	(1.0, 84.69128812760688)	(2.0, 12.050298184953279)	(3.0, 2.3238588634152464)	(4.0, 0.5866223724661866)	(5.0, 0.173164311193632)	(6.0, 0.07368955551218069)	(7.0, 0.03192894071524504)	(8.0, 0.014627329659534167)	(9.0, 0.006157563355727655)	('>10', 0.00995112718264174)	('>50', 0.0)	('>100', 0.03841362393943396)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783208_1	(1.0, 84.76037828785876)	(2.0, 12.256125785610822)	(3.0, 2.2667802153055407)	(4.0, 0.4832630717576337)	(5.0, 0.152467072986461)	(6.0, 0.04816199105853003)	(7.0, 0.026334105470886424)	(8.0, 0.001552861660332087)	(9.0, 0.004936608291032141)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783208_2	(1.0, 86.0212261210652)	(2.0, 11.312978660867595)	(3.0, 2.0063833702597473)	(4.0, 0.46453925969973525)	(5.0, 0.12251277665965854)	(6.0, 0.049408787773700266)	(7.0, 0.011665970964421742)	(8.0, 0.0030937456307172776)	(9.0, 0.00819130707925607)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783214_1	(1.0, 83.96403052111249)	(2.0, 12.928020921412806)	(3.0, 2.407490517069219)	(4.0, 0.47822734211616613)	(5.0, 0.15397058609685935)	(6.0, 0.04946992572743198)	(7.0, 0.012730377631328584)	(8.0, 0.004483151899170171)	(9.0, 0.0015766569345222424)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783214_2	(1.0, 85.23952207920105)	(2.0, 11.93189809022257)	(3.0, 2.152053197840852)	(4.0, 0.446730858146337)	(5.0, 0.13100202422967472)	(6.0, 0.04801095405361113)	(7.0, 0.023971316652938064)	(8.0, 0.001488902617816616)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.025322577035145764)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783216_1	(1.0, 82.84377546136425)	(2.0, 13.390105008974626)	(3.0, 2.6419131786329384)	(4.0, 0.7048426462470816)	(5.0, 0.21827718058317996)	(6.0, 0.0698670715386015)	(7.0, 0.058441866770819764)	(8.0, 0.04107410313205109)	(9.0, 0.023168604604935777)	('>10', 0.00853487815153316)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783216_2	(1.0, 84.18879138174422)	(2.0, 12.361606135707202)	(3.0, 2.40917558060455)	(4.0, 0.6191913078330941)	(5.0, 0.20167002628465364)	(6.0, 0.10255798916510588)	(7.0, 0.04022417815398398)	(8.0, 0.026305517397616177)	(9.0, 0.010765501217454638)	('>10', 0.00662731363726024)	('>50', 0.0)	('>100', 0.033085068254869995)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783222_1	(1.0, 82.48991284536932)	(2.0, 13.881264268166788)	(3.0, 2.763894803560676)	(4.0, 0.6319962255811934)	(5.0, 0.15978014477664185)	(6.0, 0.05227387693316362)	(7.0, 0.01790391369220489)	(8.0, 0.001449697955756695)	(9.0, 0.0015242239642570378)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783222_2	(1.0, 83.72184522612984)	(2.0, 12.92731582472075)	(3.0, 2.485126680046097)	(4.0, 0.5890469700841264)	(5.0, 0.1570150159786266)	(6.0, 0.06257923741988304)	(7.0, 0.012358990542477608)	(8.0, 0.0014447621461009046)	(9.0, 0.0045549434816964185)	('>10', 0.0)	('>50', 0.0)	('>100', 0.03871234945040164)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783223_1	(1.0, 84.2038988370886)	(2.0, 12.605714439570315)	(3.0, 2.287085005765411)	(4.0, 0.5726895533945661)	(5.0, 0.1783604569234785)	(6.0, 0.08115947629205955)	(7.0, 0.03585009973925895)	(8.0, 0.015179777213640899)	(9.0, 0.00962704709311839)	('>10', 0.010435306919557871)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783223_2	(1.0, 85.31168665507651)	(2.0, 11.740078880550922)	(3.0, 2.0751142491071906)	(4.0, 0.509654844243064)	(5.0, 0.1830767475574935)	(6.0, 0.08094299388217621)	(7.0, 0.025728672402651087)	(8.0, 0.01663494428110159)	(9.0, 0.006390689949219904)	('>10', 0.00683223150846878)	('>50', 0.0)	('>100', 0.04385909144121689)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783228_1	(1.0, 85.05654401567094)	(2.0, 12.273380850079286)	(3.0, 2.104929073666055)	(4.0, 0.4086721837469353)	(5.0, 0.10954717056896435)	(6.0, 0.03339870082364876)	(7.0, 0.010375936125629056)	(8.0, 0.0031520693185364676)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783228_2	(1.0, 86.30515773308598)	(2.0, 11.353417314676571)	(3.0, 1.8308019995093567)	(4.0, 0.38259778689469276)	(5.0, 0.09371717645561131)	(6.0, 0.023595737712973693)	(7.0, 0.004432380530284066)	(8.0, 0.006279871134518388)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783231_1	(1.0, 82.99319454104966)	(2.0, 13.373178438326686)	(3.0, 2.5932875795520665)	(4.0, 0.6540972321685282)	(5.0, 0.2107190537999447)	(6.0, 0.09479685962209522)	(7.0, 0.04920968849787279)	(8.0, 0.018684710924307756)	(9.0, 0.0030191916023164307)	('>10', 0.009812704456516153)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783231_2	(1.0, 84.20704947322432)	(2.0, 12.548972198331757)	(3.0, 2.2842766121410474)	(4.0, 0.598723052654847)	(5.0, 0.19812668204475872)	(6.0, 0.07517521505271076)	(7.0, 0.0545457450240508)	(8.0, 0.01433123980244836)	(9.0, 0.009027161077328389)	('>10', 0.009772620646708375)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783239_1	(1.0, 84.70790284843402)	(2.0, 12.47834395978275)	(3.0, 2.070621345738746)	(4.0, 0.48928400986100296)	(5.0, 0.1386922507512996)	(6.0, 0.05940034279049318)	(7.0, 0.03674184937714398)	(8.0, 0.014048263355510703)	(9.0, 0.004965129909040005)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783239_2	(1.0, 86.28694301822806)	(2.0, 11.152374853515859)	(3.0, 1.9166234636000998)	(4.0, 0.4219782532572294)	(5.0, 0.1306440001418651)	(6.0, 0.05647675486994626)	(7.0, 0.01903775980102591)	(8.0, 0.012434478132321226)	(9.0, 0.0016469939680323479)	('>10', 0.0018404244855826017)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783244_1	(1.0, 82.92444351313937)	(2.0, 13.361522915371413)	(3.0, 2.5764444900027703)	(4.0, 0.6617684631985261)	(5.0, 0.24832216858407175)	(6.0, 0.11084504277770611)	(7.0, 0.05934341870662812)	(8.0, 0.02836381883839227)	(9.0, 0.01890124279968355)	('>10', 0.010044926581439618)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783244_2	(1.0, 84.50778664649991)	(2.0, 12.12748572833984)	(3.0, 2.3199401536594384)	(4.0, 0.5907637341690921)	(5.0, 0.2162980412831117)	(6.0, 0.09052774752177399)	(7.0, 0.06896549570645574)	(8.0, 0.01931802008666701)	(9.0, 0.009401161044339206)	('>10', 0.021039622644122267)	('>50', 0.0)	('>100', 0.028473649045241127)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783250_1	(1.0, 82.71222283335142)	(2.0, 13.617590575735816)	(3.0, 2.7207265563332492)	(4.0, 0.6202854466153451)	(5.0, 0.19495797228141915)	(6.0, 0.08128077341577757)	(7.0, 0.029029903401458557)	(8.0, 0.0160150929383767)	(9.0, 0.0030631143384504227)	('>10', 0.004827731588669906)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783250_2	(1.0, 83.74630361075633)	(2.0, 12.851952054897462)	(3.0, 2.505900682625897)	(4.0, 0.6244970099639459)	(5.0, 0.16742095585615804)	(6.0, 0.06804850541615395)	(7.0, 0.016550901544021494)	(8.0, 0.011615723877112863)	(9.0, 0.006107005255327876)	('>10', 0.001603549807594453)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783252_1	(1.0, 82.81026560147541)	(2.0, 13.61636825185869)	(3.0, 2.58666493280968)	(4.0, 0.6499684604402365)	(5.0, 0.17312685083626614)	(6.0, 0.08707211691654516)	(7.0, 0.03403160453160173)	(8.0, 0.02248320818199029)	(9.0, 0.0031643973408856125)	('>10', 0.016854575608667984)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783252_2	(1.0, 84.42482138322546)	(2.0, 12.312220764180212)	(3.0, 2.3453123431359835)	(4.0, 0.5490941295996895)	(5.0, 0.20422408103178907)	(6.0, 0.05074098990856473)	(7.0, 0.045197098490367564)	(8.0, 0.017903392929197348)	(9.0, 0.004721548523248755)	('>10', 0.008901584417152882)	('>50', 0.0)	('>100', 0.03686268455836535)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783258_1	(1.0, 81.94970566095287)	(2.0, 14.04633997280176)	(3.0, 2.895071006380231)	(4.0, 0.7314601554393894)	(5.0, 0.1982055691498326)	(6.0, 0.08763397444174585)	(7.0, 0.04771948768931793)	(8.0, 0.01926074397929803)	(9.0, 0.010933823787432675)	('>10', 0.013669605378134836)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783258_2	(1.0, 83.57017294951825)	(2.0, 12.839849210553808)	(3.0, 2.6106840789218797)	(4.0, 0.5992857853673196)	(5.0, 0.20528455279774596)	(6.0, 0.09399160407992684)	(7.0, 0.03915108716962993)	(8.0, 0.01917461869388531)	(9.0, 0.010877472647438649)	('>10', 0.011528640250086871)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783259_1	(1.0, 85.01675846929288)	(2.0, 12.215771174475679)	(3.0, 2.145999681932051)	(4.0, 0.44179373530144295)	(5.0, 0.11617344931060493)	(6.0, 0.04397638260681441)	(7.0, 0.01168531130278076)	(8.0, 0.006199778235494457)	(9.0, 0.0016420175422385238)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783259_2	(1.0, 86.0893479265413)	(2.0, 11.422601735276347)	(3.0, 1.939406842946298)	(4.0, 0.38190839936797466)	(5.0, 0.09402292400915861)	(6.0, 0.02329610143983798)	(7.0, 0.010189391612020024)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.03922667880708464)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783264_1	(1.0, 83.21886240565134)	(2.0, 13.356406275944032)	(3.0, 2.5703052315254715)	(4.0, 0.5670268781777894)	(5.0, 0.16543114744230417)	(6.0, 0.07355764165192247)	(7.0, 0.02632309464629412)	(8.0, 0.008756946273407526)	(9.0, 0.004607030112051818)	('>10', 0.008723348575410808)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783264_2	(1.0, 84.55603265495401)	(2.0, 12.280686099478636)	(3.0, 2.3820756466960167)	(4.0, 0.5028269060871038)	(5.0, 0.12910110828445148)	(6.0, 0.058953536068424024)	(7.0, 0.02900015424402554)	(8.0, 0.01890147953420316)	(9.0, 0.0061161356572885335)	('>10', 0.0016851985797624628)	('>50', 0.0)	('>100', 0.034621080416075256)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783385_1	(1.0, 88.0168885880198)	(2.0, 10.090079541297941)	(3.0, 1.4058939189565633)	(4.0, 0.3173004714155923)	(5.0, 0.09694364296174578)	(6.0, 0.045289696093421115)	(7.0, 0.015482206136943177)	(8.0, 0.00742614673899166)	(9.0, 0.0046957883789881215)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783385_2	(1.0, 88.54973446550406)	(2.0, 9.678961874713032)	(3.0, 1.3037368484004768)	(4.0, 0.2898390094250802)	(5.0, 0.09561698018149394)	(6.0, 0.047907867365059746)	(7.0, 0.02530423441159753)	(8.0, 0.008898719999208759)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783387_1	(1.0, 86.51056398862765)	(2.0, 11.024771822869976)	(3.0, 1.7539609843286532)	(4.0, 0.4264381046225332)	(5.0, 0.16383984423918638)	(6.0, 0.0719759864047342)	(7.0, 0.031043832352193913)	(8.0, 0.011327963398813722)	(9.0, 0.004452129992598103)	('>10', 0.0016253431636411796)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783387_2	(1.0, 87.09359784150656)	(2.0, 10.571175280249982)	(3.0, 1.656391393783729)	(4.0, 0.38788730062891646)	(5.0, 0.15638567868885533)	(6.0, 0.057781881168757966)	(7.0, 0.028311164691504)	(8.0, 0.009898428665834187)	(9.0, 0.008890446693508114)	('>10', 0.0)	('>50', 0.0)	('>100', 0.029680583922347775)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783391_1	(1.0, 86.9488804866355)	(2.0, 10.732431994029108)	(3.0, 1.6931731565441241)	(4.0, 0.3547637880080707)	(5.0, 0.13213767611364208)	(6.0, 0.06505399873052593)	(7.0, 0.04518533326280765)	(8.0, 0.01583355443308084)	(9.0, 0.0060460994130745556)	('>10', 0.0064939128300536735)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783391_2	(1.0, 87.70798212541978)	(2.0, 10.189908683785356)	(3.0, 1.488534371025143)	(4.0, 0.32991655195331127)	(5.0, 0.12211847179841018)	(6.0, 0.06885494045863355)	(7.0, 0.030069095617763754)	(8.0, 0.024418247251781933)	(9.0, 0.007539412315291791)	('>10', 0.003313023605250065)	('>50', 0.0)	('>100', 0.027345076769273124)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783394_1	(1.0, 87.97895120536336)	(2.0, 10.107041540200164)	(3.0, 1.4912681814818423)	(4.0, 0.2757784595789468)	(5.0, 0.08571498349468822)	(6.0, 0.03604313733601247)	(7.0, 0.01081489943935332)	(8.0, 0.009928051641243956)	(9.0, 0.004459541464400443)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783394_2	(1.0, 88.55930048642252)	(2.0, 9.575148374759825)	(3.0, 1.413283289903092)	(4.0, 0.29301805599733055)	(5.0, 0.07829065090545156)	(6.0, 0.030856108146131205)	(7.0, 0.010799077298136752)	(8.0, 0.004247709739933065)	(9.0, 0.0014836945349172936)	('>10', 0.0)	('>50', 0.0)	('>100', 0.03357255229268387)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783401_1	(1.0, 86.71489152609576)	(2.0, 10.901476205055605)	(3.0, 1.7165607090442403)	(4.0, 0.39700479655071785)	(5.0, 0.1575154201961998)	(6.0, 0.06030619411422801)	(7.0, 0.03502175770218493)	(8.0, 0.012713958490014507)	(9.0, 0.002960185436578051)	('>10', 0.0015492473144752385)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783401_2	(1.0, 86.98752120349509)	(2.0, 10.686050572850624)	(3.0, 1.6713480211524794)	(4.0, 0.4190138757137298)	(5.0, 0.14771567796815824)	(6.0, 0.041046871226760734)	(7.0, 0.025582572080351078)	(8.0, 0.012707748421169932)	(9.0, 0.005916982881398316)	('>10', 0.003096474210244577)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783411_1	(1.0, 86.49164146652814)	(2.0, 11.15668519834467)	(3.0, 1.780943415004858)	(4.0, 0.3638718763827927)	(5.0, 0.13078660745949552)	(6.0, 0.04678941176085585)	(7.0, 0.020513790355682078)	(8.0, 0.005749766712689524)	(9.0, 0.003018467450813374)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783411_2	(1.0, 87.29560701997772)	(2.0, 10.583445760733728)	(3.0, 1.5690276088804165)	(4.0, 0.3660212541613549)	(5.0, 0.09862090785172986)	(6.0, 0.05711812826987275)	(7.0, 0.010924013459331597)	(8.0, 0.012913333410095429)	(9.0, 0.0030120812380617073)	('>10', 0.0033098920176758474)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783413_1	(1.0, 88.36797083126582)	(2.0, 9.754074345135603)	(3.0, 1.3273791860906718)	(4.0, 0.30855443508430336)	(5.0, 0.13628602241268653)	(6.0, 0.05018813151013258)	(7.0, 0.027867856586817577)	(8.0, 0.013214201759618668)	(9.0, 0.0061809874768175175)	('>10', 0.008284002677538961)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783413_2	(1.0, 89.19215846193414)	(2.0, 9.03802889656829)	(3.0, 1.2635079505726425)	(4.0, 0.32137150681263)	(5.0, 0.09243585895958109)	(6.0, 0.04352712253090699)	(7.0, 0.030603932539306725)	(8.0, 0.010257403679540764)	(9.0, 0.004625168351920749)	('>10', 0.0034836980510408893)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783415_1	(1.0, 87.86292138472605)	(2.0, 9.977261320941468)	(3.0, 1.4609247450668594)	(4.0, 0.3941751746656142)	(5.0, 0.14043882814856423)	(6.0, 0.06686971788786436)	(7.0, 0.04283135882875672)	(8.0, 0.030539031424573263)	(9.0, 0.0137598770982062)	('>10', 0.010278561212055367)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783415_2	(1.0, 88.38558148457798)	(2.0, 9.503011898268737)	(3.0, 1.4036063433108965)	(4.0, 0.3727484902025629)	(5.0, 0.13534485868434423)	(6.0, 0.08250982684041447)	(7.0, 0.0413934290370639)	(8.0, 0.030491179257930493)	(9.0, 0.012209409384169418)	('>10', 0.005041550072377507)	('>50', 0.0)	('>100', 0.028061530363525558)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783417_1	(1.0, 86.57933390570464)	(2.0, 11.095098869478193)	(3.0, 1.7296808406605597)	(4.0, 0.4201616150432248)	(5.0, 0.12020788491008805)	(6.0, 0.041022494306744685)	(7.0, 0.009081953588443313)	(8.0, 0.005412436308105802)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783417_2	(1.0, 87.16735018826928)	(2.0, 10.614724368921951)	(3.0, 1.6764002581808255)	(4.0, 0.3836770219654071)	(5.0, 0.10827600996768305)	(6.0, 0.0347921460139339)	(7.0, 0.01037347974356238)	(8.0, 0.001352155303407506)	(9.0, 0.0)	('>10', 0.003054371633948422)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783419_1	(1.0, 86.08790147008719)	(2.0, 11.565254931461306)	(3.0, 1.7879643646053638)	(4.0, 0.4024135858247707)	(5.0, 0.11419920842763377)	(6.0, 0.03825491503454578)	(7.0, 0.004011524559202123)	(8.0, 0.0)	(9.0, 0.0)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783419_2	(1.0, 86.87336286979696)	(2.0, 10.978815514214336)	(3.0, 1.6767631306170236)	(4.0, 0.34330028521824874)	(5.0, 0.08133935094154059)	(6.0, 0.03694251762904079)	(7.0, 0.008012706598587322)	(8.0, 0.0)	(9.0, 0.0014636249842446252)	('>10', 0.0)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783518_1	(1.0, 76.59868329369729)	(2.0, 18.166658534149384)	(3.0, 3.8654811620126828)	(4.0, 0.879370835709054)	(5.0, 0.2674360453387153)	(6.0, 0.10025947452714115)	(7.0, 0.04457733367665081)	(8.0, 0.0397751017551826)	(9.0, 0.009654801904321216)	('>10', 0.01777285979124854)	('>50', 0.0)	('>100', 0.010330557438336867)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4783518_2	(1.0, 77.11002962094724)	(2.0, 17.856753553076334)	(3.0, 3.6992033732759064)	(4.0, 0.814249532784567)	(5.0, 0.2885660280969716)	(6.0, 0.12104423146299127)	(7.0, 0.04966852716400974)	(8.0, 0.02386203285911763)	(9.0, 0.012411033058544583)	('>10', 0.01346834922532479)	('>50', 0.0)	('>100', 0.010743718048962339)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4919979_1	(1.0, 70.76340131822451)	(2.0, 19.100189298407262)	(3.0, 5.925115861801612)	(4.0, 2.013849215262989)	(5.0, 0.8598845683335132)	(6.0, 0.38237432502251456)	(7.0, 0.20857563476828675)	(8.0, 0.1114771090388856)	(9.0, 0.07845396064808971)	('>10', 0.47028856128347063)	('>50', 0.048167869888474164)	('>100', 0.03822227732040865)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4919979_2	(1.0, 72.23402630230188)	(2.0, 18.232761025515476)	(3.0, 5.557672322316002)	(4.0, 1.965522267060127)	(5.0, 0.7781965453702953)	(6.0, 0.33742245538908366)	(7.0, 0.1660481732681771)	(8.0, 0.09300229401194934)	(9.0, 0.08658576298693962)	('>10', 0.4816718107488011)	('>50', 0.028474686019075685)	('>100', 0.03861635501217113)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4919980_1	(1.0, 72.73590391377012)	(2.0, 17.59848624088712)	(3.0, 5.170667113884915)	(4.0, 1.8505002935998556)	(5.0, 0.7318624991647199)	(6.0, 0.43625802105574185)	(7.0, 0.21904371751979504)	(8.0, 0.19988709992565995)	(9.0, 0.15686354539853892)	('>10', 0.8805680506841806)	('>50', 0.019959504109388054)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4919980_2	(1.0, 74.5056984025396)	(2.0, 16.57592226036112)	(3.0, 4.778612358903359)	(4.0, 1.7369878515762032)	(5.0, 0.7097897799314319)	(6.0, 0.3807997162481354)	(7.0, 0.2250279966770736)	(8.0, 0.16625134250638884)	(9.0, 0.09822807823695902)	('>10', 0.8027007604780166)	('>50', 0.01998145254173067)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
ERR4919981_1	(1.0, 70.80941938931194)	(2.0, 18.52320883681558)	(3.0, 5.500345358507533)	(4.0, 2.0313880230635175)	(5.0, 0.8906769515141981)	(6.0, 0.4867227265751515)	(7.0, 0.3377530874086833)	(8.0, 0.20512536138657017)	(9.0, 0.171744220896396)	('>10', 1.0101662264265958)	('>50', 0.010034945428152954)	('>100', 0.023414872665690225)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
